Item Number,Item Description,CPT Code,Price
03017,MYCOPHENOLATE 500MG TAB(CELLCEPT),,$10.00 
03018,OLANZAPINE 10MG TAB (ZYPREXA),,$6.00 
03019,HYDROXYUREA 500 MG CAP(HYDREA),,$3.00 
03024,TEVETAN/HCT TAB,,$3.00 
03025,MYCOPHENOLATE 250MG CAP(CELLCEPT),,$7.00 
03027,BACTROBAN OINT SM AMOUNT,,$5.00 
03029,MINOXIDIL 2.5MG TAB,,$3.00 
03031,CHILDREN'S MOTRIN 100MG/5ML(IBUPROFEN),,$3.00 
03034,TINACTIN CREAM 15 GM,,$10.00 
03035,SEREVENT INH,,$189.00 
03039,ZOLPIDEM 5MG TAB(AMBIEN),,$10.00 
03040,IMIPRAMINE HCL 25MG TAB,,$4.00 
03041,T P A 100MG(ACTIVASE),J2997,"$25,000.00 "
03042,LEVETIRACETAM 750MG TAB(KEPPRA),,$6.00 
03044,DILTIAZEM VIAL 50MG/10ML(CARDIZEM),,$50.00 
03045,DILTIAZEM VIAL 25MG/5ML(CARDIZEM),,$25.00 
03047,METFORMIN 500MG,,$3.00 
03052,Amiodarone 900MG/18ML VIAL,,$25.00 
03054,TOPICORT CREAM .25% 15,,$48.00 
03057,LABETALOL HCL 100MG TAB(TRANDATE),,$3.00 
03058,LABETALOL HCL 200MG TAB(TRANDATE),,$4.00 
03060,NITRO PATCH,,$8.00 
03061,RACEMIC EPI 2.25%/0.5ML(ASTHMANEFRIN),,$3.00 
03062,TRANSDERM/SCOP DISK EA,,$15.00 
03063,CREON-24 CAP,,$15.00 
03064,PERMETHRIN 5% CRM TUB,,$33.00 
03066,CLORAZEPATE 7.5MG TAB,,$10.00 
03067,VENOFER 200MG/10ML VIAL,J1756,"$1,000.00 "
03068,CLORAZEPATE 15MG TAB,,$10.00 
03069,DAKINS SOLUTION,,$25.00 
03070,CLORAZEPATE 3.75MG TAB,,$10.00 
03071,MAGIC MOUTHWASH ORAL SUSP,,$15.00 
03073,CEFDINIR 300MG(OMNICEF),,$20.00 
03074,MOMETASONE 55GM  LOTION,,$35.00 
03075,TRIDIL AMP 50 MG IV,,$25.00 
03077,PROBENCID TAB,,$2.00 
03079,FEMARA 2.5 MG,,$25.00 
03081,SUTURES,,$20.00 
03082,OXYCODONE ER 80MG (OXYCONTIN),,$8.00 
03083,ELIDEL 5GM APP CREAM,,$30.00 
03084,METHADONE TAB,,$2.00 
03085,LEVETIRACETAM 500MG(KEPPRA),,$5.00 
03086,MEMANTINE HCL 5MG TAB (NAMENDA),,$5.00 
03087,MEMANTINE 10MG TAB (NAMENDA),,$5.00 
03088,ROWASA ENEMA(BOX OF 7),,$291.00 
03089,DULOXETINE 60MG(CYMBALTA),,$10.00 
03090,APLISOL 5T UNITS/0.1ML(TB),86580,$20.00 
03091,CALCIUM GLUCONATE TAB,,$3.00 
03092,DIASTAT 2.5MG PED INSERT(VALIUM),,$300.00 
03096,TUSSIONEX SUSPENSION 5ML,,$3.00 
03097,NATRECOR IV DOSE,,"$1,350.00 "
03098,ACETAMINOPHEN 500MG TAB(TYLENOL),,$4.00 
03099,DULOXETINE 30MG(CYMBALTA),,$10.00 
03100,ACETAMINOPHEN 325MG TAB(TYLENOL),,$3.00 
03101,LEVOFLOXACIN 750MG TAB(LEVAQUIN),,$5.00 
03103,ACETAMIN-CODEINE 120-12MG/5ML(TYLENOL#3),,$3.00 
03105,SPIRIVA INHALER,,$150.00 
03107,RISPERIDONE 0.5MG TAB(RISPERDAL),,$4.00 
03108,ACETAMIN-COD 300-30MG TAB(TYLENOL#3),,$3.00 
03112,OXYCODONE-ACET 5-325 (PERCOCET),,$5.00 
03113,OXYCODONE-ACET 10-325 (PERCOCET),,$5.00 
03119,UROXATRAL 10MG,,$6.00 
03120,METHOTREXATE INJ,,$25.00 
03122,TOBRAMYCIN-DEXAMETH OPHTH SUSP,,$100.00 
03123,SANTYL OINTMENT TUBE(COLLAGENASE),J3590,$545.00 
03124,MAVIK 4MG TAB,,$6.00 
03125,ROWASA ENEMA,,$46.00 
03127,VANCOMYCIN 250,J3370,$96.00 
03128,TRIHEXYPHENIDY 2MG,,$3.00 
03129,MESALT DRESSING,,$5.00 
03130,BETHANECHOL 25MG TAB(URECHOLINE)(pt med),,$5.00 
03136,V-CILLIN K ORAL SOL 125MG,,$8.00 
03138,PENICILLIN  VK 250MG TAB,,$5.00 
03140,PENICILLIN  VK 500MG TAB,,$5.00 
03141,VITAMIN B-12 500MCG TAB,,$3.00 
03142,"VITAMIN B12 2,500MCG TAB",,$3.00 
03143,"VITAMIN B-12 1,000MCG TAB",,$3.00 
03144,INVOKANA 100MG TAB(CANAGLIFLOZIN),,$40.00 
03145,MUCUS RELIEF 400MG TAB(GUAIFENESIN),,$3.00 
03146,INVOKANA 300MG TAB(CANAGLIFLOZIN),,$50.00 
03148,DIAZEPAM 10MG/2ML CARPUJECT(VALIUM),J3360,$60.00 
03149,SENSIPAR 30 MG TABLET,,$80.00 
03151,HYDROCORTISONE 2.5% CREAM 30GM,,$10.00 
03152,LIDOCAINE 5% TD PATCH,,$20.00 
03153,OFLOXACIN 0.3% EYE DROP,,$15.00 
03154,DIAZEPAM 5MG TAB(VALIUM),,$3.00 
03155,HALDOL INJ 50MG(HALOPERIDOL DECANOATE),J1631,$22.00 
03156,COLLAGENASE,,$600.00 
03157,PRISTIQ ER 50MG TAB(DESVENLAFAXINE),,$25.00 
03158,VANCERIL INHALER EA NASAL SPRAY,,$73.00 
03159,CEFDINIR 125MG/5ML(OMNICEF)(5ML),,$20.00 
03160,VASERETIC 10-25,,$5.00 
03162,FLUOCINONIDE 0.05% CREAM,,$35.00 
03163,ZOSTRIX CREAM SM AMT,,$30.00 
03165,ZOVARAX CREAM,,$235.00 
03167,VESICARE 10MG TAB,,$30.00 
03168,LYRICA  25MG CAP(PREGABALIN),,$20.00 
03169,LYRICA  50MG CAP(PREGABALIN),,$20.00 
03170,LYRICA  75MG CAP(PREGABALIN),,$20.00 
03171,LYRICA 100MG CAP(PREGABALIN),,$20.00 
03172,ANASTROZOLE 1MG TAB(ARIMIDEX),,$25.00 
03173,LAMOTRLGINE 25MG TAB(LAMICTAL),,$10.00 
03176,VANCOMYCIN 1GM VIAL,J3370,$40.00 
03177,LAMOTRLGINE 100MG TAB(LAMICTAL),,$12.00 
03178,LAMOTRLGINE 200MG TAB(LAMICTAL),,$12.00 
03180,LYRICA 150MG CAP(PREGABALIN),,$25.00 
03186,LYRICA 200MG CAP(PREGABALIN),,$25.00 
03190,LYRICA 300MG CAP(PREGABALIN),,$25.00 
03196,BUSPIRONE 10MG TAB(BUSPAR),,$3.00 
03202,HYDROXYZINE HCL 50MG/ML VIAL(VISTARIL),J3410,$12.00 
03206,HYDROXYZINE PAMOATE 25MG CAP(VISTARIL),,$3.00 
03209,KERI LOTION 20Z,,$12.00 
03214,VERAPAMIL 80MG TAB(CALAN),,$8.00 
03215,DICLOFENAC SOD EC 75MG TAB(VOLTAREN),,$6.00 
03216,VERAPAMIL ER 180MG CAP(CALAN),,$5.00 
03221,PEDIAPRED 5ML,,$3.00 
03233,XYLOCAINE 5% OINT,,$18.00 
03234,XYLOCAINE 1 OR 2 %,J2001,$15.00 
03236,XYLOCAINE 2% 2ML C EPI VIAL,,$8.00 
03237,"XYLOCAINE 1%-EPI 1:100,000",,$4.00 
03242,LIDOCAINE HCL 2% SYR 100MG,,$10.00 
03244,XYLOCAINE JELLY 2% 30G,,$28.00 
03245,AMMONIA INHALANT,,$3.00 
03246,XYLOCAINE OINTMENT 5% DOSE,,$10.00 
03251,LIDOCAINE 2% VISCOUS SOLN,,$3.00 
03253,AMIODARONE 200MG TAB(CORDARONE),,$3.00 
03260,ZINACEF INJ 1 GR(CEFUROXIME SODIUM),J0697,$30.00 
03263,ZONISAMIDE 50MG CAP(ZONEGRAN),,$3.00 
03264,ZONISAMIDE 100MG CAP(ZONEGRAN),,$3.00 
03274,MYOFLEX CREME,,$10.00 
03276,TRAZODONE 100MG TAB(DESYREL),,$4.00 
03286,TRAZODONE 50MG TAB(DESYREL),,$4.00 
03288,TUCKS TAKE ALONG 1 EA,,$3.00 
03303,ALBUMIN (HUMAN) 25% IV SOLN,,$250.00 
03307,ANUSOL HC CREAM 1 OZ,,$90.00 
03308,VANCENASE INHALER NASAL,,$68.00 
03309,CASTOR OIL (UD) 1 OZ,,$3.00 
03314,VISINE EYE DROPS 15ML,,$9.00 
03323,SOLU MEDROL 1GM,,$75.00 
03324,NORFLEX 60MG/2ML INJ(ORPHENADRINE),J2360,$20.00 
03325,MERREM 1GM INJ (MEROPENEM),J2185,$50.00 
03326,NITROPRESS 50MG/2ML VIAL,,"$1,000.00 "
03330,NEW TRAPHOS CAPSULES,,$3.00 
03335,ULTRACEF SUSP 50 ML 250,,$62.00 
03336,KENALOG-40MG/ML INJ(TRIAMCINOLONE),J3301,$25.00 
03338,BIDIL TAB,,$10.00 
03339,PROMETHAZINE 25MG TAB (PHENERGAN),,$5.00 
03340,FLU SHOT/PED,,$54.00 
03343,MACRODANTIN 100MG CAP,,$6.00 
03344,LIPOMULE LIQUID,,$17.00 
03347,ETHYL CHLORIDE SM AMOUNT,,$5.00 
03356,BYSTOLIC 10MG TAB,,$15.00 
03368,CORTISPORIN OINT 15GM TRI-ANTIBIOTIC,,$3.00 
03371,POTASSIUM CL 20MEQ TAB (KLOR-CON),,$3.00 
03375,SOLU CORTEF MIX O VIAL 100MG,,$9.00 
03376,KENALOG OINT 15GM,,$15.00 
03380,TRILISATE 500 MG EA,,$3.00 
03383,TRAMADOL-ACETAM 37.5-325(ULTRACET),,$5.00 
03386,V CILLIN K 250 MG15CC 250MG,,$12.00 
03387,DOCUSATE 10MG/ML LIQ(COLACE)(PT'S),,$3.00 
03390,SULFATRIM PEDIATRIC SUSP 5ML(5ML),,$5.00 
03392,NICARDIPINE 20MG CAP(CARDENE),,$3.00 
03394,BANANA BAG IV SOLUTION 1000ML,,$60.00 
03412,POTASSIUM CL 10%(20MEQ/15ML) PO,,$3.00 
03414,KAOCHLOR SF 30ML,,$3.00 
03425,KWELL SHAMPOO 2 OZ,,$250.00 
03427,PERMETHRIN 5% CREAM 60GM,,$60.00 
03431,BONIVA 150MG TAB,,$50.00 
03437,TYMPAGESIC DROPS EA,,$24.00 
03443,GLYCOPYRROLATE 1MG TAB(ROBINUL),,$3.00 
03444,ROBITUSSIN 100MG/5ML LIQUID,,$5.00 
03453,BROMFED DM SUSP(5ml),,$5.00 
03464,SUCRALFATE SUSP 1GM(CARAFATE),,$20.00 
03468,SUCRAFATE 1GM TAB(CARAFATE),,$7.00 
03478,DALIRESP 500MCG TAB(ROFLUMILAST),,$22.00 
03482,OXYBUTYNIN 5MG TAB(DITROPAN),,$3.00 
03490,FLUCONAZOLE 150MG TAB(DIFLUCAN),,$10.00 
03492,BISACODYL 5MG TAB(DULCOLAX),,$3.00 
03493,FLUCONAZOLE 100MG TAB(DIFLUCAN),,$3.00 
03503,PRISTIQ ER 100MG TAB(DESVENLAFAXINE),,$15.00 
03506,FIORINAL W/CODEINE NO,,$3.00 
03522,GEMFIBROZIL 600MG TAB(LOPID),,$4.00 
03534,NITROL OINTMENT DOSE,,$3.00 
03548,ATENOLOL 25MG TAB(TENORMIN),,$4.00 
03550,ATENOLOL 50MG TAB(TENORMIN),,$4.00 
03554,THEOPHYLLINE 300MG,,$7.00 
03576,METOLAZONE 2.5MG TAB(ZAROXOLYN),,$5.00 
03578,METOLAZONE 5MG TAB(ZAROXOLYN),,$7.00 
03582,TRIAZOLAM 0.25MG TAB(HALCION),,$5.00 
03583,DEEP SEA 0.65% NOSE SPRAY(Saline),,$5.00 
03585,ASPIR-LOW EC 81MG TAB,,$3.00 
03588,TRENTAL 400MG,,$3.00 
03589,TETRACAINE 0.5% EYE DROPS,,$30.00 
03601,METOLAZONE 10MG TAB(ZAROXOLYN),,$7.00 
03603,ADDERALL/DOSE DEXTROAMPHETAMINE,,$3.00 
03606,PEPTO-BISMOL SUSP,,$3.00 
03607,BISMATROL CHEW TAB(PEPTO BISMOL),,$3.00 
03639,LEVETIRACETAM 500MG/5ML VIAL(KEPPRA),J1953,$75.00 
03661,DOBUTAMINE 12.5MG/ML VIAL,J1250,$30.00 
03663,LANTUS INJ 100U/ML,J1815,$5.00 
03664,HUMULIN R INJ 100U/ML,J1815,$3.00 
03665,HUMULIN 70/30 100U/ML,J1815,$3.00 
03666,HUMULIN N INJ 100U/ML,J1815,$3.00 
03676,VANCOMYCIN HCL 750 MG VIAL,J3370,$30.00 
03677,NOVOLIN R INSULIN PER UNIT,,$3.00 
03678,GI COCKTAIL ORAL SUSP 30ML,,$10.00 
03679,ACYCLOVIR 800MG TAB(ZOVIRAX),,$7.00 
03680,ACYCLOVIR 200MG TAB(ZOVIRAX),,$5.00 
03681,HYDROCODONE-HOMATROPINE 5MG/1.5PER 5ML,,$3.00 
03682,BICALUTAMIDE 50MG TABLET,,$3.00 
03683,PROSTIGMIN 1:2000,,$15.00 
03684,METHENAMINE HIPP 1GM TAB(HIPREX),,$5.00 
03686,HUMALOG 100U/ML,J1815,$3.00 
03687,DIPHENOXYLATE-ATROP 2.5-0.025(LOMOTIL),,$4.00 
03689,HYDROCODONE/ACETAM 7.5/325MG(NORCO),,$5.00 
03690,GLYBURIDE 5MG TAB (MICRONASE),,$3.00 
03694,LEVEMIR INJ(USE LANTUS),,$5.00 
03695,HUMALOG MIX 75/25 INJ 100U/ML,,$3.00 
03696,MARCAINE 10CC,,$12.00 
03697,KETOROLAC10MG TAB(TORADOL),,$5.00 
03699,FOSINOPRIL 10MG TAB(MONOPRIL),,$3.00 
03700,FOSINOPRIL 20MG TAB(MONOPRIL),,$4.00 
03701,MORPHINE SULFATE  20MG/ML ORAL SOL,,$3.00 
03702,MS CONTIN 30MG TAB,,$4.50 
03703,MS CONTIN 60MG TAB,,$7.50 
03704,VERALAN 120MG TAB,,$4.00 
03705,NABUMETONE 500 MG TAB(RELAFEN),,$7.00 
03706,PROCARDIA XL 60MG TAB,,$6.00 
03707,METHERGINE 0.2 MG INJ,,$14.00 
03708,NABUMETONE 750MG TAB(RELAFEN),,$7.00 
03709,DETROL LA ALL 2-4 MG,,$14.00 
03711,DILTIAZEM 180MG CD CAP(CARDIZEM CD),,$5.00 
03712,FIORCET-50/300/40(ESGIC)TAB,,$5.00 
03713,TUMS 750(ANTACID XTRA STRENGTH CHEW TAB),,$3.00 
03716,SERTRALINE 50MG TAB(ZOLOFT),,$4.00 
03718,SERTRALINE 100MG TAB(ZOLOFT),,$4.00 
03719,KETOCONAZOLE 2% CREAM(NIZORAL),,$60.00 
03720,MULTIVITAMIN TAB(MVI),,$3.00 
03721,LOTION/HAND & BODY,,$8.00 
03722,MONISTAT DUOPACK,,$97.00 
03726,SODIUM BICARB 8.4% 2CC,,$12.00 
03728,T P A 50MG(ACTIVASE),J2997,"$12,250.00 "
03729,WHITE PETROLATUM SKIN PROTECT,,$4.00 
03732,NORCURON 10 MG,,$72.00 
03734,HYPERSTAT 300MG,,$330.00 
03737,LOPROX CREAM 15GM,,$50.00 
03738,MACROBID 100MG TAB,,$6.00 
03740,EPINEPHRINE 1MG/ML AMP(ADRENALIN),J0171,$8.00 
03741,BREVIBLOC MGS,,$54.00 
03742,EPINEPHRINE 1MG/ML MDV(ADRENALIN),,$5.00 
03743,VAZCULEP 10MG/ML VIAL,,$28.00 
03745,LIDOCAINE HCL 2% JELLY,,$7.00 
03746,REFRESH EYE DROPS,,$3.00 
03750,VASELINE FOIL PK,,$3.00 
03753,ALLOPURINOL 100MG TAB(ZYLOPRIM),,$4.00 
03754,ISOSORBIDE DINITRATE 20MG TAB(ISORDIL),,$3.00 
03755,ALLOPURINOL 300MG TAB(ZYLOPRIM),,$5.00 
03756,IMITREX 6MG/0.5ML(SUMATRIPTAN SUCC),J3030,$28.00 
03759,HYDRALAZINE 10-25MG TAB,,$4.00 
03761,DESIPRAMINE 25MG TAB(NORPRAMINE),,$5.00 
03762,DOXYCYCLINE  100MG CAP(DOXY),,$6.00 
03763,DIPYRIDAMOLE 50MG TAB(PERSANTIN),,$3.00 
03764,AZITHROMYCIN 250MG TAB(ZITHROMAX),,$10.00 
03765,DOPAMINE 400MG-D5W 250ML RTU,J1265,$20.00 
03766,IMITREX INJ 6MG (SUMATRIPTAN SUCINATE),J3030,$175.00 
03767,XARELTO 15 MG TABLET,,$40.00 
03768,BYSTOLIC 5MG TAB,,$15.00 
03769,SENOKOT S 50/8.6MG TAB (PERI-COLACE),,$3.00 
03770,FENTANYL 50MCG/HR TD PATCH(DURAGESIC),,$20.00 
03771,FENTANYL 12MCG/HR TD PATCH(DURAGESIC),J3010,$20.00 
03772,WELBUTRIN ER 300MG TAB(BUPROPION),,$10.00 
03773,WELBUTRIN SR 150MG TAB(BUPROPION),,$7.00 
03774,PROTAMINE 10MG/ML VIAL 25ML,,$68.00 
03775,WELBUTRIN SR 100MG TAB(BUPROPION),,$6.00 
03776,WELBUTRIN 75MG TAB(BUPROPION),,$4.00 
03777,FENTANYL 100MCG/HR TD PATCH(DURAGESIC),J3010,$20.00 
03778,ISOSORBIDE MONO 20MG TAB (ISMO),,$4.00 
03779,CHLORPROMAZINE 25MG TAB(THORAZINE),,$10.00 
03781,HEPATITIS-B 10MCG/0.5 SYRN,,$45.00 
03782,DAPRO 600MG,,$3.00 
03783,FELODIPINE ER 5MG TAB(PLENDIL),,$5.00 
03784,FELODIPINE ER 10MG TAB(PLENDIL),,$5.00 
03785,DDAVP NASAL SPRAY,,$195.00 
03787,LITHOBID 300MG,,$3.00 
03788,TERAZOL 7,,$84.00 
03789,XARELTO 20MG TAB,,$40.00 
03791,TIGAN SUPP,,$7.00 
03794,HYDROCORTISONE TAB 20 MG,,$3.00 
03798,INVanz 1GM VIAL,J1335,$345.00 
03800,ESTRADIOL 1MG TAB(ESTRACE),,$3.00 
03802,LONITEN TAB,,$3.00 
03803,PHOSPHA 250 NEUTRAL TAB(K-PHOS),,$4.00 
03806,ZANTAC 50 IV,,$18.00 
03808,HYOSCYAMINE SUB L 0.125MG TAB(LEVSIN),,$3.00 
03809,cloNIDine 0.2 MG/DAY PATCH,,$65.00 
03810,H C CREAM 2 1/2%/OINT,,$18.00 
03811,BENAZEPRIL 10MG TAB(LOTENSIN),,$4.00 
03812,BENAZEPRIL  20MG TAB(LOTENSIN),,$4.00 
03813,PENTASA TAB,,$4.00 
03814,BENAZEPRIL-HCTZ 10-12.5MG (LOTENSIN-HCTZ,,$4.00 
03815,BICITRA 1TSP,,$3.00 
03818,PERDIEM TAB,,$2.00 
03819,NAROPIN OR ROPIVACAINE 2% INF:100ML,,$52.00 
03820,NAROPIN OR ROPIVACAINE 2% INF:200ML,,$90.00 
03821,NAROPIN OR ROPIVACAINE .75%;20ML,,$8.00 
03822,GLYSET TAB 25MG,,$2.00 
03823,AVODART 0.5MG SOFTGEL(DUTASTERIDE),,$8.00 
03824,AVODART .5MG,,$8.00 
03825,ESCITALOPRAM 10MG TAB(LEXAPRO),,$7.00 
03826,ESCITALOPRAM 20MG TAB(LEXAPRO),,$7.00 
03827,POLYMYXIN B-TMP EYE DROPS,,$28.00 
03828,RYTHMOL SR 325 MG PO,,$18.00 
03829,VICOPROFEN TAB,,$5.00 
03830,SANCTURA TAB 20 MG,,$6.00 
03831,KRISTALOSE PACKETS,,$5.00 
03834,ZEGERID CAPSULE,,$7.00 
03835,PANCREASE TAB(CREON),,$5.00 
03836,ARIPIPRAZOLE 10MG TAB(ABILIFY),,$3.00 
03837,ARIPIPRAZOLE 5MG TAB(ABILIFY),,$20.00 
03838,MORPHINE 25MG/ML INJ VIAL,J2270,$3.00 
03841,ENABLEX 7.5MG TAB,,$10.00 
03842,RISPERIDONE 3MG TAB (RISPERDAL),,$15.00 
03843,CALCITRIOL 0.25MCG CAP(ROCALTROL),,$3.00 
03844,MANDELAMINE 1GM,,$3.00 
03845,ZIPRASIDONE 20MG CAP (GEODON),,$20.00 
03846,"OMEGA-3 FISH OIL 1,000MG/300MG",,$4.00 
03847,ZIPRASIDONE HCL 40MG CAP (GEODON),,$20.00 
03848,VYTORIN ALL PO,,$12.00 
03849,CEFTRIAXONE 500MG INJ (ROCEPHIN),J0696,$20.00 
03850,ZIPRASIDONE 60MG CAP (GEODON),,$20.00 
03851,CEFTRIAXONE 1GM INJ IV/IM (ROCEPHIN),J0696,$40.00 
03852,CEFTRIAXONE 2GM INJ (ROCEPHIN),J0696,$80.00 
03853,MIACALCIN INJ,,$150.00 
03854,LEVOFLOXACIN 250MG TAB(LEVAQUIN),,$5.00 
03855,TRISTIQ 50 MG,,$17.00 
03857,SYMBICORT INHALER,,$375.00 
03858,AMITIZA 24MCG CAP,,$20.00 
03859,TEKTURNA 150MG TAB,,$10.00 
03861,JANUIVA 50MG TAB,,$20.00 
03862,JANUIVA 100MG TAB,,$35.00 
03863,RANOLAZINE 1000MG (RANEXA),,$10.00 
03864,RANOLAZINE 500MG TAB (RANEXA),,$10.00 
03865,METANX TAB,,$3.00 
03866,EXELON PATCH 4.6 MG,,$22.00 
03867,LEVETIRACETAM 100 MG/ML LIQUID,J1955,$3.00 
03868,IM/SC INJECTION,96372,$90.00 
03869,LIDOCAINE/EPI PER INJ,,$17.00 
03871,MARCAINE 0.5% SDV(BUPIVACAINE),,$5.00 
03872,ZOMIG SPRAY DOSE ONLY ZOLMITRIPTAN,,$88.00 
03873,PAMIDRONATE 90 MG INJ,,$140.00 
03876,AZATHIOPRINE 50MG TAB(IMURAN),,$5.00 
03877,HYDROCORTISONE 1% CREAM 15GM,,$5.00 
03878,OSTEO BIFLEX TAB,,$3.00 
03879,BLEPHAMIDE OPTHAMALIC DROPS,,$135.00 
03880,"VITAMIN D3 5,000 UNIT TAB",,$5.00 
03881,BYSTOLIC 2.5MG TAB,,$15.00 
03883,TRIGLIDE 160 TAB,,$12.00 
03884,"VIT D2 1.25MG (50,000 UNIT)",,$5.00 
03885,"VITAMIN D3 1,000 UNIT TAB",,$4.00 
03886,ULORIC 80MG TAB,,$25.00 
03887,VITAMIN D3 400 UNIT TAB,,$3.00 
03888,BAXTER INTERLOC SYS INJ CAP EA,,$3.00 
03889,GEODON 20MG/ML INJ,J3486,$120.00 
03891,LEXISCAN,,$151.00 
03892,RABIES 1 ML INJ,90675,$550.00 
03893,TDAP SYRINGE(ADACEL),90715,$110.00 
03894,ULORIC 40MG TAB,,$25.00 
03895,ONGLYZA 2.5MG TABLET,,$21.00 
03896,ONGLYZA 5MG TAB,,$35.00 
03897,XARELTO 10MG TAB,,$35.00 
03898,MULTAQ 400MG TAB(pt med),,$15.00 
03997,PERINEAL WASH,,$12.00 
04002,DEXTROSE 5%-WATER IV SOLN 500ML,,$15.00 
04003,DEXTROSE 10% 250ML,,$20.00 
04004,DEXTROSE 5%-WATER SOLN 1000ML,J7070,$20.00 
04005,D-5-W 100 ML,,$24.00 
04007,DEXTROSE 5%-0.2% NACL IV SOL 1000ML,,$20.00 
04008,DEXTROSE 5%-0.45% NACL IV 1000ML,,$20.00 
04009,D-5-1/2 500 ML,,$24.00 
04010,BUTTERFLY,,$10.00 
04011,DEXTROSE & .45 PCS,,$24.00 
04012,DEXTROSE 5%-0.9% NACL IV 1000ML,,$20.00 
04013,DEXTROSE 5%-LR IV SOLUTION 1000ML,,$20.00 
04014,DEXTROSE & .9 PCS PCHL,,$24.00 
04016,DEXTROSE INJ 500 CC,,$24.00 
04017,SODIUM CHLORIDE 0.9% SOLUTION 100ML ADV,,$10.00 
04018,SODIUM CHLORIDE 0.9% SOLN 100ML,,$10.00 
04019,SODIUM CHLORIDE 0.9% SOL 50ML ADV,,$10.00 
04020,LACTATED RINGERS SOLUTION 1000ML,,$20.00 
04021,SODIUM CHLORIDE 0.45% SOLN 1000ML,,$20.00 
04022,LACTATED RINGERS,,$24.00 
04023,PIPERACILLIN/TAZOBAC 2.25GM VIAL(ZOSYN),,$25.00 
04024,PIPERACILLIN/TAZOBAC 3.375GM VIAL(ZOSYN),,$35.00 
04025,STERILE WATER FOR IRRIGATION 500ML,,$10.00 
04026,LACTATED RINGERS,,$24.00 
04027,TRAVESOL 8.5%,,$152.00 
04028,STERILE WATER FOR IRRIGATION 1000ML,,$10.00 
04029,PIPERACILLIN/TAZOBACTAM 4.5 GM VIAL,,$45.00 
04030,SODIUM CHLORIDE 0.9% SOLN 1000ML,J7050,$20.00 
04031,KCL 20 MEQ IN D5 1/2 NS 1000ML,,$20.00 
04032,MERCAPTOPURINE 50 MG,,$3.00 
04033,SODIUM CHLORIDE 0.9% SOLUTION 250ML,,$10.00 
04034,SODIUM CHLORIDE 0.9% SOLUTION 50ML,J7050,$10.00 
04035,SODIUM CHLORIDE 0.9% SOLUTION 500ML,J7040,$10.00 
04036,LIDOCAINE 0.4% IN D5W/500ML RTU,,$20.00 
04037,DEXTROSE 5%-WATER IV SOLN 250ML,,$5.00 
04038,SODIUM CHLORIDE 0.9% IRRIG. 500ML,,$10.00 
04039,SODIUM CHLORIDE 0.9% IRRIG. 250ML,,$10.00 
04040,WATER STERILE DIST,,$24.00 
04041,CYSTOSCOPY SET,,$18.00 
04042,SOD CHLORIDE IRR 3 LITER,J7050,$29.00 
04043,EVACUTAINER,,$40.00 
04044,IV CASETTE,,$10.00 
04045,DEXTROSE 5%-0.2% NACL IV SOLN 500ML,,$15.00 
04046,PORT-A-CATH NEEDLE,,$22.00 
04047,NITRO SET,,$20.00 
04048,INFUSION PORT,,$10.00 
04049,PRN ADAPTER,,$20.00 
04050,ALBUMIN 25% 50CC IV,,$172.00 
04051,ALBUMIN 25% 100CC IV,,$263.00 
04052,NORMAL SALINE 1/2 500,,$29.00 
04054,LEXISCAN .1 MG (REGADENSON),,$151.00 
04060,BLOOD WARMER,,$28.00 
04061,IV JELCO,,$5.00 
04063,NTG 0.2MG/ML IN D5W,,$15.00 
04065,IV JELCO #20,,$5.00 
04067,IV JELCO #24,,$5.00 
04069,IV JELCO #22,,$5.00 
04071,MICRO IV SOLN SET,,$15.00 
04073,BUEROTROL SET,,$22.00 
04075,UNVENTED SEC IV,,$5.00 
04077,50% DEXTROSE,,$58.00 
04078,IV ACCESS CAP,,$3.00 
04079,3.5% TRAVESOL,,$99.00 
04080,SODIUM CHLORIDE 0.9% IRRIG. 1000ML,,$10.00 
04081,INT-HEPLOCK,,$9.00 
04082,TUBE FEED EELIVER,,$14.00 
04083,5.5% TRAVESOL,,$94.00 
04086,PAIN CONTROL INF 2C 10 73,,$87.00 
04087,10% DEXTROSE,,$24.00 
04089,FILTERED SOLUTION SET,,$20.00 
04090,BLOOD SETS (TRAVEN),,$20.00 
04091,DEXTROSE 500 50%,,$50.00 
04092,EPIDURAL SET,,$10.00 
04093,BASIC SOL SET,,$7.00 
04101,ADAPTIC BANDAGE,,$10.00 
04102,SURGIPAD,,$4.00 
04103,ALCOHOL PER BOTTLE,,$4.00 
04104,ADMISSION KIT,,$18.00 
04106,ALUM FOREARM SPLINT,,$15.00 
04108,AMNIHOOK,,$4.00 
04110,ASPIRATION TRAY,,$114.00 
04111,ATHLETIC SUPPORT,,$27.00 
04112,ARM SLING,,$25.00 
04115,ACE BANDAGE 2,,$10.00 
04116,ACE BANDAGE 3,,$15.00 
04117,ACE BANDAGE 4,,$15.00 
04118,ACE BANDAGE 6,,$20.00 
04119,BENZOIN SPRAY 1 CAN,,$18.00 
04120,BETADINE 1 BOTTLE,,$9.00 
04121,BETADINE SOAKS,,$10.00 
04122,BILIRUBIN LITE DL,,$27.00 
04124,BLOOD PUMP,,$27.00 
04125,SPECIPAN COLLECTION UNIT,,$4.00 
04127,BED PAN DISP,,$9.00 
04128,BEDSIDE COMMODE,,$12.00 
