SVCCD,Description,CPT,Gross Charge,As of Date,DISCOUNTED CASH PRICE INPATIENT,DISCOUNTED CASH PRICE OUTPATIENT,DE-IDENTIFIED MIN,DE-IDENTIFIED MAX,BCBSAL Total (IP & OP) PPO ,BCBSAL CHS EE PPO,Aetna PPO ,UHC PPO ,Cigna PPO,COMM VIVA Health PPO ,COMM Multiplan PPO ,COMM Humana PPO,Humana MCR ,UHC MCR ,BCBSAL MCR ,Cigna Healthspring MCR ,VIVA Health MCR,Aetna/Coventry MCR 
1218118,OFLOXACIN .3%OS 5ML,,537.5,2/6/2022,112.875,188.125,2741.25,240.2625,33.325,29.5625,240.2625,88.15,162.325,142.975,56.4375,48.9125,27.4125,31.175,30.6375,2741.25,28.4875,31.7125
1670768,UE-SHOULDER 1V BI DR,73020,3224.33,2/6/2022,677.1093,1128.5155,16444.083,1441.27551,199.90846,177.33815,1441.27551,528.79012,973.74766,857.67178,338.55465,293.41403,164.44083,187.01114,183.78681,16444.083,170.88949,190.23547
1612199,CH-ABDOMEN 3VWS CR,74021,1721.31,2/6/2022,361.4751,602.4585,8778.681,769.42557,106.72122,94.67205,769.42557,282.29484,519.83562,457.86846,180.73755,156.63921,87.78681,99.83598,98.11467,8778.681,91.22943,101.55729
1160148,ESOPHAGUS MOTIL STUD,91010,5314.34,2/6/2022,1116.0114,1860.019,27103.134,2375.50998,329.48908,292.2887,2375.50998,871.55176,1604.93068,1413.61444,558.0057,483.60494,271.03134,308.23172,302.91738,27103.134,281.66002,313.54606
1710953,CPR ASSIST (NON ER),92950,2589.02,2/6/2022,543.6942,906.157,13204.002,1157.29194,160.51924,142.3961,1157.29194,424.59928,781.88404,688.67932,271.8471,235.60082,132.04002,150.16316,147.57414,13204.002,137.21806,152.75218
1621510,US-HEAD NECK SFT TIS,76536,2930.57,2/6/2022,615.4197,1025.6995,14945.907,1309.96479,181.69534,161.18135,1309.96479,480.61348,885.03214,779.53162,307.70985,266.68187,149.45907,169.97306,167.04249,14945.907,155.32021,172.90363
1210202,CIPROFLOXAC 200MG IV,J0744,137.5,2/6/2022,28.875,48.125,701.25,61.4625,8.525,7.5625,61.4625,22.55,41.525,36.575,14.4375,12.5125,7.0125,7.975,7.8375,701.25,7.2875,8.1125
1061709,S-RMVL HRT ALAM SYST,SURG,4814.24,2/6/2022,1010.9904,1684.984,24552.624,2151.96528,298.48288,264.7832,2151.96528,789.53536,1453.90048,1280.58784,505.4952,438.09584,245.52624,279.22592,274.41168,24552.624,255.15472,284.04016
1663082,US-FETAL BIO NONST,76819,960.57,2/6/2022,201.7197,336.1995,4898.907,429.37479,59.55534,52.83135,429.37479,157.53348,290.09214,255.51162,100.85985,87.41187,48.98907,55.71306,54.75249,4898.907,50.91021,56.67363
1211431,SKIN CREAM 454GM,,30.6,2/6/2022,6.426,10.71,156.06,13.6782,1.8972,1.683,13.6782,5.0184,9.2412,8.1396,3.213,2.7846,1.5606,1.7748,1.7442,156.06,1.6218,1.8054
1218777,BUPROPION 100MG TAB,,18,2/6/2022,3.78,6.3,91.8,8.046,1.116,0.99,8.046,2.952,5.436,4.788,1.89,1.638,0.918,1.044,1.026,91.8,0.954,1.062
7210121,DIAZOXIDE 50MG/ML 1M,,862,2/6/2022,181.02,301.7,4396.2,385.314,53.444,47.41,385.314,141.368,260.324,229.292,90.51,78.442,43.962,49.996,49.134,4396.2,45.686,50.858
1882202,SP-EVAL SWL WO RADOP,92610,840.02,2/6/2022,176.4042,294.007,4284.102,375.48894,52.08124,46.2011,375.48894,137.76328,253.68604,223.44532,88.2021,76.44182,42.84102,48.72116,47.88114,4284.102,44.52106,49.56118
245173,R&B NURSERY LEVEL 3,,6063.14,2/6/2022,1273.2594,2122.099,30922.014,2710.22358,375.91468,333.4727,2710.22358,994.35496,1831.06828,1612.79524,636.6297,551.74574,309.22014,351.66212,345.59898,30922.014,321.34642,357.72526
1414703,JOINT DEVICE IMPLT 4,C1776,13577.93,2/6/2022,2851.3653,4752.2755,69247.443,6069.33471,841.83166,746.78615,6069.33471,2226.78052,4100.53486,3611.72938,1425.68265,1235.59163,692.47443,787.51994,773.94201,69247.443,719.63029,801.09787
1216940,ACARBOSE 25MG TAB,,3.5,2/6/2022,0.735,1.225,17.85,1.5645,0.217,0.1925,1.5645,0.574,1.057,0.931,0.3675,0.3185,0.1785,0.203,0.1995,17.85,0.1855,0.2065
1621637,US-DRN INJ MAJR JT W,20611,5107.46,2/6/2022,1072.5666,1787.611,26048.046,2283.03462,316.66252,280.9103,2283.03462,837.62344,1542.45292,1358.58436,536.2833,464.77886,260.48046,296.23268,291.12522,26048.046,270.69538,301.34014
1663503,US-ABDOMN AAA SCREEN,76706,339.38,2/6/2022,71.2698,118.783,1730.838,151.70286,21.04156,18.6659,151.70286,55.65832,102.49276,90.27508,35.6349,30.88358,17.30838,19.68404,19.34466,1730.838,17.98714,20.02342
2010220,MNT INITIAL EA 15 MN,97802,185.71,2/6/2022,38.9991,64.9985,947.121,83.01237,11.51402,10.21405,83.01237,30.45644,56.08442,49.39886,19.49955,16.89961,9.47121,10.77118,10.58547,947.121,9.84263,10.95689
1651060,NM-BONE SCAN 3 PHASE,78315,17695.28,2/6/2022,3716.0088,6193.348,90245.928,7909.79016,1097.10736,973.2404,7909.79016,2902.02592,5343.97456,4706.94448,1858.0044,1610.27048,902.45928,1026.32624,1008.63096,90245.928,937.84984,1044.02152
1814933,ROM WR EA EX-TRNK PT,95851,292.13,2/6/2022,61.3473,102.2455,1489.863,130.58211,18.11206,16.06715,130.58211,47.90932,88.22326,77.70658,30.67365,26.58383,14.89863,16.94354,16.65141,1489.863,15.48289,17.23567
7212212,"FOMEPIZOLE, 15 MG",J1451,72.5,2/6/2022,15.225,25.375,369.75,32.4075,4.495,3.9875,32.4075,11.89,21.895,19.285,7.6125,6.5975,3.6975,4.205,4.1325,369.75,3.8425,4.2775
1061407,EP-INDUC ARRY PAC,93618,5186.74,2/6/2022,1089.2154,1815.359,26452.374,2318.47278,321.57788,285.2707,2318.47278,850.62536,1566.39548,1379.67284,544.6077,471.99334,264.52374,300.83092,295.64418,26452.374,274.89722,306.01766
1221063,D545NS C KCL 30MEQ,,385,2/6/2022,80.85,134.75,1963.5,172.095,23.87,21.175,172.095,63.14,116.27,102.41,40.425,35.035,19.635,22.33,21.945,1963.5,20.405,22.715
1314115,HEPATIC FUNCTION PAN,80076,994.78,2/6/2022,208.9038,348.173,5073.378,444.66666,61.67636,54.7129,444.66666,163.14392,300.42356,264.61148,104.4519,90.52498,50.73378,57.69724,56.70246,5073.378,52.72334,58.69202
2891739,BIOTINIDASE,82261,83.62,2/6/2022,17.5602,29.267,426.462,37.37814,5.18444,4.5991,37.37814,13.71368,25.25324,22.24292,8.7801,7.60942,4.26462,4.84996,4.76634,426.462,4.43186,4.93358
1314226,DHEA,82626,457.21,2/6/2022,96.0141,160.0235,2331.771,204.37287,28.34702,25.14655,204.37287,74.98244,138.07742,121.61786,48.00705,41.60611,23.31771,26.51818,26.06097,2331.771,24.23213,26.97539
1314277,GLUCAGON,82943,118.92,2/6/2022,24.9732,41.622,606.492,53.15724,7.37304,6.5406,53.15724,19.50288,35.91384,31.63272,12.4866,10.82172,6.06492,6.89736,6.77844,606.492,6.30276,7.01628
1314326,HOMOVANILLIC ACID,83150,1309.17,2/6/2022,274.9257,458.2095,6676.767,585.19899,81.16854,72.00435,585.19899,214.70388,395.36934,348.23922,137.46285,119.13447,66.76767,75.93186,74.62269,6676.767,69.38601,77.24103
1314434,"POTASSIUM, URINE",84133,619.56,2/6/2022,130.1076,216.846,3159.756,276.94332,38.41272,34.0758,276.94332,101.60784,187.10712,164.80296,65.0538,56.37996,31.59756,35.93448,35.31492,3159.756,32.83668,36.55404
1314926,"HPYLORI AG,EIA",87339,98.28,2/6/2022,20.6388,34.398,501.228,43.93116,6.09336,5.4054,43.93116,16.11792,29.68056,26.14248,10.3194,8.94348,5.01228,5.70024,5.60196,501.228,5.20884,5.79852
1413042,CATH EP 19 OR FEW 1,C1730,521.61,2/6/2022,109.5381,182.5635,2660.211,233.15967,32.33982,28.68855,233.15967,85.54404,157.52622,138.74826,54.76905,47.46651,26.60211,30.25338,29.73177,2660.211,27.64533,30.77499
1212260,TOCILIZUMAB 1MG INJ,J3262,57.5,2/6/2022,12.075,20.125,293.25,25.7025,3.565,3.1625,25.7025,9.43,17.365,15.295,6.0375,5.2325,2.9325,3.335,3.2775,293.25,3.0475,3.3925
1411003,AICD OHR THN SGL/DU3,C1882,85548.67,2/6/2022,17965.2207,29942.0345,436298.217,38240.25549,5304.01754,4705.17685,38240.25549,14029.98188,25835.69834,22755.94622,8982.61035,7784.92897,4362.98217,4961.82286,4876.27419,436298.217,4534.07951,5047.37153
1211162,HEPARIN 1000U INJ,J1644,9.8,2/6/2022,2.058,3.43,49.98,4.3806,0.6076,0.539,4.3806,1.6072,2.9596,2.6068,1.029,0.8918,0.4998,0.5684,0.5586,49.98,0.5194,0.5782
2852001,MSED SAME U5 1ST15,99151,1335.78,2/6/2022,280.5138,467.523,6812.478,597.09366,82.81836,73.4679,597.09366,219.06792,403.40556,355.31748,140.2569,121.55598,68.12478,77.47524,76.13946,6812.478,70.79634,78.81102
1510158,RT-BRACHY APPL COMP,77763,3122.25,2/6/2022,655.6725,1092.7875,15923.475,1395.64575,193.5795,171.72375,1395.64575,512.049,942.9195,830.5185,327.83625,284.12475,159.23475,181.0905,177.96825,15923.475,165.47925,184.21275
1314265,GAMMAGLOB M-G-A-D,82784,734.14,2/6/2022,154.1694,256.949,3744.114,328.16058,45.51668,40.3777,328.16058,120.39896,221.71028,195.28124,77.0847,66.80674,37.44114,42.58012,41.84598,3744.114,38.90942,43.31426
1414901,REP DEV URINRY W/SL2,C1771,7937.03,2/6/2022,1666.7763,2777.9605,40478.853,3547.85241,492.09586,436.53665,3547.85241,1301.67292,2396.98306,2111.24998,833.38815,722.26973,404.78853,460.34774,452.41071,40478.853,420.66259,468.28477
1211643,ATROPINE 0.01MG INJ,J0461,3.9,2/6/2022,0.819,1.365,19.89,1.7433,0.2418,0.2145,1.7433,0.6396,1.1778,1.0374,0.4095,0.3549,0.1989,0.2262,0.2223,19.89,0.2067,0.2301
1321175,PROSTATE NDL BX ANY,G0416,2587.4,2/6/2022,543.354,905.59,13195.74,1156.5678,160.4188,142.307,1156.5678,424.3336,781.3948,688.2484,271.677,235.4534,131.9574,150.0692,147.4818,13195.74,137.1322,152.6566
1621529,US-TRANSVAGINAL,76830,2240.42,2/6/2022,470.4882,784.147,11426.142,1001.46774,138.90604,123.2231,1001.46774,367.42888,676.60684,595.95172,235.2441,203.87822,114.26142,129.94436,127.70394,11426.142,118.74226,132.18478
1612108,HE-FACIAL BNS LTD CR,70140,1886.93,2/6/2022,396.2553,660.4255,9623.343,843.45771,116.98966,103.78115,843.45771,309.45652,569.85286,501.92338,198.12765,171.71063,96.23343,109.44194,107.55501,9623.343,100.00729,111.32887
1882264,SENS INTG-15 MIN,97533,225.89,2/6/2022,47.4369,79.0615,1152.039,100.97283,14.00518,12.42395,100.97283,37.04596,68.21878,60.08674,23.71845,20.55599,11.52039,13.10162,12.87573,1152.039,11.97217,13.32751
1215166,BARICITINIB 2MG TAB,,350,2/6/2022,73.5,122.5,1785,156.45,21.7,19.25,156.45,57.4,105.7,93.1,36.75,31.85,17.85,20.3,19.95,1785,18.55,20.65
1213385,NA/K/MG SULF 177ML,,270,2/6/2022,56.7,94.5,1377,120.69,16.74,14.85,120.69,44.28,81.54,71.82,28.35,24.57,13.77,15.66,15.39,1377,14.31,15.93
1217779,DANTROLENE 20MG INJ,,1064,2/6/2022,223.44,372.4,5426.4,475.608,65.968,58.52,475.608,174.496,321.328,283.024,111.72,96.824,54.264,61.712,60.648,5426.4,56.392,62.776
1219220,CISATRACUR 200/20 VL,,3056.5,2/6/2022,641.865,1069.775,15588.15,1366.2555,189.503,168.1075,1366.2555,501.266,923.063,813.029,320.9325,278.1415,155.8815,177.277,174.2205,15588.15,161.9945,180.3335
1814951,NEUR RE-ED-15MIN PT,97112,291.05,2/6/2022,61.1205,101.8675,1484.355,130.09935,18.0451,16.00775,130.09935,47.7322,87.8971,77.4193,30.56025,26.48555,14.84355,16.8809,16.58985,1484.355,15.42565,17.17195
7211698,DEXTROAMPHETA 5MG TB,,2.3,2/6/2022,0.483,0.805,11.73,1.0281,0.1426,0.1265,1.0281,0.3772,0.6946,0.6118,0.2415,0.2093,0.1173,0.1334,0.1311,11.73,0.1219,0.1357
1218635,METHENAM HIPP 1GM TB,,16,2/6/2022,3.36,5.6,81.6,7.152,0.992,0.88,7.152,2.624,4.832,4.256,1.68,1.456,0.816,0.928,0.912,81.6,0.848,0.944
1210190,LEUCOVORIN 50MG INJ,J0640,532.5,2/6/2022,111.825,186.375,2715.75,238.0275,33.015,29.2875,238.0275,87.33,160.815,141.645,55.9125,48.4575,27.1575,30.885,30.3525,2715.75,28.2225,31.4175
1217185,VENLAFAXI 37.5M SRCP,,24.5,2/6/2022,5.145,8.575,124.95,10.9515,1.519,1.3475,10.9515,4.018,7.399,6.517,2.5725,2.2295,1.2495,1.421,1.3965,124.95,1.2985,1.4455
1710960,HAST WITH 02 TITRATE,94453,435.49,2/6/2022,91.4529,152.4215,2220.999,194.66403,27.00038,23.95195,194.66403,71.42036,131.51798,115.84034,45.72645,39.62959,22.20999,25.25842,24.82293,2220.999,23.08097,25.69391
1315137,SMEAR COMPLEX STN,87209,178.65,2/6/2022,37.5165,62.5275,911.115,79.85655,11.0763,9.82575,79.85655,29.2986,53.9523,47.5209,18.75825,16.25715,9.11115,10.3617,10.18305,911.115,9.46845,10.54035
1612364,IR-NG OROGASTRIC TUB,43752,423,2/6/2022,88.83,148.05,2157.3,189.081,26.226,23.265,189.081,69.372,127.746,112.518,44.415,38.493,21.573,24.534,24.111,2157.3,22.419,24.957
1110801,OR LEV 1 INI 15 MIN,SURG,8072.78,2/6/2022,1695.2838,2825.473,41171.178,3608.53266,500.51236,444.0029,3608.53266,1323.93592,2437.97956,2147.35948,847.6419,734.62298,411.71178,468.22124,460.14846,41171.178,427.85734,476.29402
1321048,TISSUE CULT LYMPHOCY,88230,1923.85,2/6/2022,404.0085,673.3475,9811.635,859.96095,119.2787,105.81175,859.96095,315.5114,581.0027,511.7441,202.00425,175.07035,98.11635,111.5833,109.65945,9811.635,101.96405,113.50715
1217990,METOPROLOL 50MG TAB,,2.3,2/6/2022,0.483,0.805,11.73,1.0281,0.1426,0.1265,1.0281,0.3772,0.6946,0.6118,0.2415,0.2093,0.1173,0.1334,0.1311,11.73,0.1219,0.1357
7210998,DESMOPRESS TAB 0.1MG,,23,2/6/2022,4.83,8.05,117.3,10.281,1.426,1.265,10.281,3.772,6.946,6.118,2.415,2.093,1.173,1.334,1.311,117.3,1.219,1.357
1631553,CT-ABDOMEN W,74160,11546.9,2/6/2022,2424.849,4041.415,58889.19,5161.4643,715.9078,635.0795,5161.4643,1893.6916,3487.1638,3071.4754,1212.4245,1050.7679,588.8919,669.7202,658.1733,58889.19,611.9857,681.2671
7210530,PANTOPRAZO 20MG ECTB,,2.3,2/6/2022,0.483,0.805,11.73,1.0281,0.1426,0.1265,1.0281,0.3772,0.6946,0.6118,0.2415,0.2093,0.1173,0.1334,0.1311,11.73,0.1219,0.1357
1651152,NM-PAR PLAN THY IMG,78070,2565.13,2/6/2022,538.6773,897.7955,13082.163,1146.61311,159.03806,141.08215,1146.61311,420.68132,774.66926,682.32458,269.33865,233.42683,130.82163,148.77754,146.21241,13082.163,135.95189,151.34267
1815053,DEBRDE LE 20SQCM PTA,97597,562.55,2/6/2022,118.1355,196.8925,2869.005,251.45985,34.8781,30.94025,251.45985,92.2582,169.8901,149.6383,59.06775,51.19205,28.69005,32.6279,32.06535,2869.005,29.81515,33.19045
2070230,DEBRIDE LE 20 SQ CM,97597,1953.71,2/6/2022,410.2791,683.7985,9963.921,873.30837,121.13002,107.45405,873.30837,320.40844,590.02042,519.68686,205.13955,177.78761,99.63921,113.31518,111.36147,9963.921,103.54663,115.26889
1218938,VERAPAMIL 40 MG TAB,,2.3,2/6/2022,0.483,0.805,11.73,1.0281,0.1426,0.1265,1.0281,0.3772,0.6946,0.6118,0.2415,0.2093,0.1173,0.1334,0.1311,11.73,0.1219,0.1357
1218082,NICOTINE 7MG/24HR PT,,18,2/6/2022,3.78,6.3,91.8,8.046,1.116,0.99,8.046,2.952,5.436,4.788,1.89,1.638,0.918,1.044,1.026,91.8,0.954,1.062
1612203,FL-ESOPHAGUS,74220,2766.04,2/6/2022,580.8684,968.114,14106.804,1236.41988,171.49448,152.1322,1236.41988,453.63056,835.34408,735.76664,290.4342,251.70964,141.06804,160.43032,157.66428,14106.804,146.60012,163.19636
1213036,BUPRE4-NALOX1MG SLFM,,42,2/6/2022,8.82,14.7,214.2,18.774,2.604,2.31,18.774,6.888,12.684,11.172,4.41,3.822,2.142,2.436,2.394,214.2,2.226,2.478
7212156,MOXIFLOXAC 100MG INJ,J2280,114,2/6/2022,23.94,39.9,581.4,50.958,7.068,6.27,50.958,18.696,34.428,30.324,11.97,10.374,5.814,6.612,6.498,581.4,6.042,6.726
1061419,HEART FLOW MEAS ADD,93572,8281.84,2/6/2022,1739.1864,2898.644,42237.384,3701.98248,513.47408,455.5012,3701.98248,1358.22176,2501.11568,2202.96944,869.5932,753.64744,422.37384,480.34672,472.06488,42237.384,438.93752,488.62856
2041000,HEMODIALY SING EVAL,90935,7278.92,2/6/2022,1528.5732,2547.622,37122.492,3253.67724,451.29304,400.3406,3253.67724,1193.74288,2198.23384,1936.19272,764.2866,662.38172,371.22492,422.17736,414.89844,37122.492,385.78276,429.45628
7210999,GLUCOSE 4GM CHW TAB,,2.3,2/6/2022,0.483,0.805,11.73,1.0281,0.1426,0.1265,1.0281,0.3772,0.6946,0.6118,0.2415,0.2093,0.1173,0.1334,0.1311,11.73,0.1219,0.1357
1221029,STERILE WATER 20ML,,157.5,2/6/2022,33.075,55.125,803.25,70.4025,9.765,8.6625,70.4025,25.83,47.565,41.895,16.5375,14.3325,8.0325,9.135,8.9775,803.25,8.3475,9.2925
1214215,CYCLOPHOSPH 25MG PO,J8530,47,2/6/2022,9.87,16.45,239.7,21.009,2.914,2.585,21.009,7.708,14.194,12.502,4.935,4.277,2.397,2.726,2.679,239.7,2.491,2.773
7212041,CHLORPROM UP TO 50MG,J3230,157.5,2/6/2022,33.075,55.125,803.25,70.4025,9.765,8.6625,70.4025,25.83,47.565,41.895,16.5375,14.3325,8.0325,9.135,8.9775,803.25,8.3475,9.2925
1414020,ANCHOR/SCRW LEVEL 20,C1713,41823.16,2/6/2022,8782.8636,14638.106,213298.116,18694.95252,2593.03592,2300.2738,18694.95252,6858.99824,12630.59432,11124.96056,4391.4318,3805.90756,2132.98116,2425.74328,2383.92012,213298.116,2216.62748,2467.56644
1218592,GLIPIZIDE 10MG SR TB,,12.5,2/6/2022,2.625,4.375,63.75,5.5875,0.775,0.6875,5.5875,2.05,3.775,3.325,1.3125,1.1375,0.6375,0.725,0.7125,63.75,0.6625,0.7375
2812005,MSED OTH GT5 1ST15,99156,1335.78,2/6/2022,280.5138,467.523,6812.478,597.09366,82.81836,73.4679,597.09366,219.06792,403.40556,355.31748,140.2569,121.55598,68.12478,77.47524,76.13946,6812.478,70.79634,78.81102
282933,CONCURRENT IV THER,96368,841.65,2/6/2022,176.7465,294.5775,4292.415,376.21755,52.1823,46.29075,376.21755,138.0306,254.1783,223.8789,88.37325,76.59015,42.92415,48.8157,47.97405,4292.415,44.60745,49.65735
1614901,SPINAL TAP TX W-IM,62329,3867.79,2/6/2022,812.2359,1353.7265,19725.729,1728.90213,239.80298,212.72845,1728.90213,634.31756,1168.07258,1028.83214,406.11795,351.96889,197.25729,224.33182,220.46403,19725.729,204.99287,228.19961
1210739,POTASSI CHL 2MEQ INJ,J3480,7.9,2/6/2022,1.659,2.765,40.29,3.5313,0.4898,0.4345,3.5313,1.2956,2.3858,2.1014,0.8295,0.7189,0.4029,0.4582,0.4503,40.29,0.4187,0.4661
1651074,NM-MYOCRD SPECT MULT,78452,34336.61,2/6/2022,7210.6881,12017.8135,175116.711,15348.46467,2128.86982,1888.51355,15348.46467,5631.20404,10369.65622,9133.53826,3605.34405,3124.63151,1751.16711,1991.52338,1957.18677,175116.711,1819.84033,2025.85999
1670109,US-PLV PRG 2T DETAIL,76811,1103.92,2/6/2022,231.8232,386.372,5629.992,493.45224,68.44304,60.7156,493.45224,181.04288,333.38384,293.64272,115.9116,100.45672,56.29992,64.02736,62.92344,5629.992,58.50776,65.13128
1214826,RITUXIMAB 10MG INJ,J9312,803.1,2/6/2022,168.651,281.085,4095.81,358.9857,49.7922,44.1705,358.9857,131.7084,242.5362,213.6246,84.3255,73.0821,40.9581,46.5798,45.7767,4095.81,42.5643,47.3829
1217992,METRONIDAZOL 250MGTB,,3.5,2/6/2022,0.735,1.225,17.85,1.5645,0.217,0.1925,1.5645,0.574,1.057,0.931,0.3675,0.3185,0.1785,0.203,0.1995,17.85,0.1855,0.2065
1631538,CT-THOR SPINE WO,72128,8794.97,2/6/2022,1846.9437,3078.2395,44854.347,3931.35159,545.28814,483.72335,3931.35159,1442.37508,2656.08094,2339.46202,923.47185,800.34227,448.54347,510.10826,501.31329,44854.347,466.13341,518.90323
1314011,"RBC PRETREAT,SER,INC",86975,163.99,2/6/2022,34.4379,57.3965,836.349,73.30353,10.16738,9.01945,73.30353,26.89436,49.52498,43.62134,17.21895,14.92309,8.36349,9.51142,9.34743,836.349,8.69147,9.67541
1691097,IR-VENACAVAGRAM SUP,75827,7218.64,2/6/2022,1515.9144,2526.524,36815.064,3226.73208,447.55568,397.0252,3226.73208,1183.85696,2180.02928,1920.15824,757.9572,656.89624,368.15064,418.68112,411.46248,36815.064,382.58792,425.89976
1670187,MR-BRAIN WO,70551,10994.12,2/6/2022,2308.7652,3847.942,56070.012,4914.37164,681.63544,604.6766,4914.37164,1803.03568,3320.22424,2924.43592,1154.3826,1000.46492,560.70012,637.65896,626.66484,56070.012,582.68836,648.65308
2811190,TC99M EXAME / DOSE,A9521,9597.53,2/6/2022,2015.4813,3359.1355,48947.403,4290.09591,595.04686,527.86415,4290.09591,1573.99492,2898.45406,2552.94298,1007.74065,873.37523,489.47403,556.65674,547.05921,48947.403,508.66909,566.25427
1414902,REP DEV URINRY W/SL3,C1771,18569.3,2/6/2022,3899.553,6499.255,94703.43,8300.4771,1151.2966,1021.3115,8300.4771,3045.3652,5607.9286,4939.4338,1949.7765,1689.8063,947.0343,1077.0194,1058.4501,94703.43,984.1729,1095.5887
1631534,CTA-CHEST,71275,10584.16,2/6/2022,2222.6736,3704.456,53979.216,4731.11952,656.21792,582.1288,4731.11952,1735.80224,3196.41632,2815.38656,1111.3368,963.15856,539.79216,613.88128,603.29712,53979.216,560.96048,624.46544
1217237,GLYCERIN 1.2GM SUPP,,2.3,2/6/2022,0.483,0.805,11.73,1.0281,0.1426,0.1265,1.0281,0.3772,0.6946,0.6118,0.2415,0.2093,0.1173,0.1334,0.1311,11.73,0.1219,0.1357
1210736,MAGNES SULF 500MGINJ,J3475,118.5,2/6/2022,24.885,41.475,604.35,52.9695,7.347,6.5175,52.9695,19.434,35.787,31.521,12.4425,10.7835,6.0435,6.873,6.7545,604.35,6.2805,6.9915
1218052,NADOLOL 20MG TAB,,2.3,2/6/2022,0.483,0.805,11.73,1.0281,0.1426,0.1265,1.0281,0.3772,0.6946,0.6118,0.2415,0.2093,0.1173,0.1334,0.1311,11.73,0.1219,0.1357
1376497,COVID19 AG EIA,87426,166.16,2/6/2022,34.8936,58.156,847.416,74.27352,10.30192,9.1388,74.27352,27.25024,50.18032,44.19856,17.4468,15.12056,8.47416,9.63728,9.47112,847.416,8.80648,9.80344
1218041,PED MVI/C 35MG/ML 1M,,3.3,2/6/2022,0.693,1.155,16.83,1.4751,0.2046,0.1815,1.4751,0.5412,0.9966,0.8778,0.3465,0.3003,0.1683,0.1914,0.1881,16.83,0.1749,0.1947
1825055,PHYS PERF-15 MIN PTA,97750,178.1,2/6/2022,37.401,62.335,908.31,79.6107,11.0422,9.7955,79.6107,29.2084,53.7862,47.3746,18.7005,16.2071,9.0831,10.3298,10.1517,908.31,9.4393,10.5079
1415232,PRSTHS URNARY SPHC 2,C1815,11279.96,2/6/2022,2368.7916,3947.986,57527.796,5042.14212,699.35752,620.3978,5042.14212,1849.91344,3406.54792,3000.46936,1184.3958,1026.47636,575.27796,654.23768,642.95772,57527.796,597.83788,665.51764
1050115,NI-TTE 2D W DOPP WWO,C8929,9236.97,2/6/2022,1939.7637,3232.9395,47108.547,4128.92559,572.69214,508.03335,4128.92559,1514.86308,2789.56494,2457.03402,969.88185,840.56427,471.08547,535.74426,526.50729,47108.547,489.55941,544.98123
1522022,PROCEDURE INTERMEDIA,SURG,2234.99,2/6/2022,469.3479,782.2465,11398.449,999.04053,138.56938,122.92445,999.04053,366.53836,674.96698,594.50734,234.67395,203.38409,113.98449,129.62942,127.39443,11398.449,118.45447,131.86441
145206,R&B M/S PVT TELEM,,6486.68,2/6/2022,1362.2028,2270.338,33082.068,2899.54596,402.17416,356.7674,2899.54596,1063.81552,1958.97736,1725.45688,681.1014,590.28788,330.82068,376.22744,369.74076,33082.068,343.79404,382.71412
1210166,PAMIDRONATE 30MG IJ,J2430,387.5,2/6/2022,81.375,135.625,1976.25,173.2125,24.025,21.3125,173.2125,63.55,117.025,103.075,40.6875,35.2625,19.7625,22.475,22.0875,1976.25,20.5375,22.8625
1581012,BR-DIG MAMMO UNILAT,77065,10,2/6/2022,2.1,3.5,51,4.47,0.62,0.55,4.47,1.64,3.02,2.66,1.05,0.91,0.51,0.58,0.57,51,0.53,0.59
1211278,NATAMYCIN 5%OS 15ML,,1952.5,2/6/2022,410.025,683.375,9957.75,872.7675,121.055,107.3875,872.7675,320.21,589.655,519.365,205.0125,177.6775,99.5775,113.245,111.2925,9957.75,103.4825,115.1975
1414353,CATH-DRAINAG LEVEL 4,C1729,1521.16,2/6/2022,319.4436,532.406,7757.916,679.95852,94.31192,83.6638,679.95852,249.47024,459.39032,404.62856,159.7218,138.42556,77.57916,88.22728,86.70612,7757.916,80.62148,89.74844
1217564,MAGNESIUM OX 400MGTB,,2.3,2/6/2022,0.483,0.805,11.73,1.0281,0.1426,0.1265,1.0281,0.3772,0.6946,0.6118,0.2415,0.2093,0.1173,0.1334,0.1311,11.73,0.1219,0.1357
1219175,APAP 650MG CR TAB,,1,2/6/2022,0.21,0.35,5.1,0.447,0.062,0.055,0.447,0.164,0.302,0.266,0.105,0.091,0.051,0.058,0.057,5.1,0.053,0.059
1218232,PYRAZINAMIDE 500MGTB,,5.3,2/6/2022,1.113,1.855,27.03,2.3691,0.3286,0.2915,2.3691,0.8692,1.6006,1.4098,0.5565,0.4823,0.2703,0.3074,0.3021,27.03,0.2809,0.3127
2072338,NEG PR WN MD GT 50CM,97608,2924.6,2/6/2022,614.166,1023.61,14915.46,1307.2962,181.3252,160.853,1307.2962,479.6344,883.2292,777.9436,307.083,266.1386,149.1546,169.6268,166.7022,14915.46,155.0038,172.5514
1314462,RENIN,84244,1035.5,2/6/2022,217.455,362.425,5281.05,462.8685,64.201,56.9525,462.8685,169.822,312.721,275.443,108.7275,94.2305,52.8105,60.059,59.0235,5281.05,54.8815,61.0945
1690004,FL-UROGRAPHY ANTE DR,74425,3177.09,2/6/2022,667.1889,1111.9815,16203.159,1420.15923,196.97958,174.73995,1420.15923,521.04276,959.48118,845.10594,333.59445,289.11519,162.03159,184.27122,181.09413,16203.159,168.38577,187.44831
