SVCCD,Description,CPT,Gross Charge,As of Date,DISCOUNTED CASH PRICE INPATIENT,DISCOUNTED CASH PRICE OUTPATIENT,DE-IDENTIFIED MIN,DE-IDENTIFIED MAX,BCBSAL TOTAL (IP & OP),BCBSAL - CHS EEs,UHC,AETNA,CIGNA,VIVA HEALTH,HUMANA,HUMANA MCR,BCBSAL MCR,UHC MCR,CIGNA HEALTHSPRING MCR,AETNA/COVENTRY MCR,MULTIPLAN
2550048,CTA-NECK,70498,10816.71,2/6/2022,2271.5091,3785.8485,703.08615,1698.22347,919.42035,767.98641,1114.12113,1460.25585,1103.30442,1698.22347,1535.97282,713.90286,735.53628,713.90286,703.08615,735.53628,703.08615
1210061,ROTIGOT 4MG/24HR PTC,,112.74,2/6/2022,23.6754,39.459,7.3281,17.70018,9.5829,8.00454,11.61222,15.2199,11.49948,17.70018,16.00908,7.44084,7.66632,7.44084,7.3281,7.66632,7.3281
1217098,TALC INTRAPLE PWD 5G,,1174.75,2/6/2022,246.6975,411.1625,76.35875,184.43575,99.85375,83.40725,120.99925,158.59125,119.8245,184.43575,166.8145,77.5335,79.883,77.5335,76.35875,79.883,76.35875
1214696,FACTOR VIII RCMB 1U,J7192,6.3,2/6/2022,1.323,2.205,0.4095,0.9891,0.5355,0.4473,0.6489,0.8505,0.6426,0.9891,0.8946,0.4158,0.4284,0.4158,0.4095,0.4284,0.4095
1314282,"GLUCOSE, POST DOSE",82950,73.48,2/6/2022,15.4308,25.718,4.7762,11.53636,6.2458,5.21708,7.56844,9.9198,7.49496,11.53636,10.43416,4.84968,4.99664,4.84968,4.7762,4.99664,4.7762
2540214,LE-KNEE 4V PLUS CR,73564,1389.33,2/6/2022,291.7593,486.2655,90.30645,218.12481,118.09305,98.64243,143.10099,187.55955,141.71166,218.12481,197.28486,91.69578,94.47444,91.69578,90.30645,94.47444,90.30645
1314895,VIRUS INOCULAT TISSU,87252,277.6,2/6/2022,58.296,97.16,18.044,43.5832,23.596,19.7096,28.5928,37.476,28.3152,43.5832,39.4192,18.3216,18.8768,18.3216,18.044,18.8768,18.044
7210451,CA POLYCARB 625MG TB,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
1610103,FL-UROGRAPH W TOM DR,74415,4013.06,2/6/2022,842.7426,1404.571,260.8489,630.05042,341.1101,284.92726,413.34518,541.7631,409.33212,630.05042,569.85452,264.86196,272.88808,264.86196,260.8489,272.88808,260.8489
1414016,ANCHOR/SCRW LEVEL 16,C1713,62391.32,2/6/2022,13102.1772,21836.962,4055.4358,9795.43724,5303.2622,4429.78372,6426.30596,8422.8282,6363.91464,9795.43724,8859.56744,4117.82712,4242.60976,4117.82712,4055.4358,4242.60976,4055.4358
1070007,EP-INTCRD ECHO INTER,93662,2067.2,2/6/2022,434.112,723.52,134.368,324.5504,175.712,146.7712,212.9216,279.072,210.8544,324.5504,293.5424,136.4352,140.5696,136.4352,134.368,140.5696,134.368
1315154,LIPOPROTEIN LP-PLA2,83698,270.6,2/6/2022,56.826,94.71,17.589,42.4842,23.001,19.2126,27.8718,36.531,27.6012,42.4842,38.4252,17.8596,18.4008,17.8596,17.589,18.4008,17.589
1217230,GLIPIZIDE 5MG SR TAB,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
1211202,MULTIVIT-MIN LIQ 5ML,,4.15,2/6/2022,0.8715,1.4525,0.26975,0.65155,0.35275,0.29465,0.42745,0.56025,0.4233,0.65155,0.5893,0.2739,0.2822,0.2739,0.26975,0.2822,0.26975
1641002,MR-UPPER EXT WWO,73220,8423.99,2/6/2022,1769.0379,2948.3965,547.55935,1322.56643,716.03915,598.10329,867.67097,1137.23865,859.24698,1322.56643,1196.20658,555.98334,572.83132,555.98334,547.55935,572.83132,547.55935
1061701,IR-CAT DIAL DIAG ANG,SURG,21027.72,2/6/2022,4415.8212,7359.702,1366.8018,3301.35204,1787.3562,1492.96812,2165.85516,2838.7422,2144.82744,3301.35204,2985.93624,1387.82952,1429.88496,1387.82952,1366.8018,1429.88496,1366.8018
1071259,"EP-EVAL GEN, INDUC",93641,2823.89,2/6/2022,593.0169,988.3615,183.55285,443.35073,240.03065,200.49619,290.86067,381.22515,288.03678,443.35073,400.99238,186.37674,192.02452,186.37674,183.55285,192.02452,183.55285
1061545,S-REM-REP CVD SINGLE,SURG,99999.99,2/6/2022,20999.9979,34999.9965,6499.99935,15699.99843,8499.99915,7099.99929,10299.99897,13499.99865,10199.99898,15699.99843,14199.99858,6599.99934,6799.99932,6599.99934,6499.99935,6799.99932,6499.99935
1621515,US-ABDOMEN RETROPER,76770,2002.29,2/6/2022,420.4809,700.8015,130.14885,314.35953,170.19465,142.16259,206.23587,270.30915,204.23358,314.35953,284.32518,132.15114,136.15572,132.15114,130.14885,136.15572,130.14885
1314618,IMMUNODIFFUSION,86329,584.37,2/6/2022,122.7177,204.5295,37.98405,91.74609,49.67145,41.49027,60.19011,78.88995,59.60574,91.74609,82.98054,38.56842,39.73716,38.56842,37.98405,39.73716,37.98405
1314674,"EPSTEIN-BARR AB, EA",86663,118.97,2/6/2022,24.9837,41.6395,7.73305,18.67829,10.11245,8.44687,12.25391,16.06095,12.13494,18.67829,16.89374,7.85202,8.08996,7.85202,7.73305,8.08996,7.73305
1573354,CH-ABDOMEN 3VWS CR,74021,1064.97,2/6/2022,223.6437,372.7395,69.22305,167.20029,90.52245,75.61287,109.69191,143.77095,108.62694,167.20029,151.22574,70.28802,72.41796,70.28802,69.22305,72.41796,69.22305
1573320,UE-HAND 3V CR,73130,1218.95,2/6/2022,255.9795,426.6325,79.23175,191.37515,103.61075,86.54545,125.55185,164.55825,124.3329,191.37515,173.0909,80.4507,82.8886,80.4507,79.23175,82.8886,79.23175
1010015,NI-STRESS TEST,93017,3577.93,2/6/2022,751.3653,1252.2755,232.56545,561.73501,304.12405,254.03303,368.52679,483.02055,364.94886,561.73501,508.06606,236.14338,243.29924,236.14338,232.56545,243.29924,232.56545
1612458,LE-HIP PLV BI 2V CR,73521,1253.34,2/6/2022,263.2014,438.669,81.4671,196.77438,106.5339,88.98714,129.09402,169.2009,127.84068,196.77438,177.97428,82.72044,85.22712,82.72044,81.4671,85.22712,81.4671
1414001,ANCHOR/SCRW LEVEL 1,C1713,502.18,2/6/2022,105.4578,175.763,32.6417,78.84226,42.6853,35.65478,51.72454,67.7943,51.22236,78.84226,71.30956,33.14388,34.14824,33.14388,32.6417,34.14824,32.6417
1218290,SOD BICARB 8.4% 50ML,,384.12,2/6/2022,80.6652,134.442,24.9678,60.30684,32.6502,27.27252,39.56436,51.8562,39.18024,60.30684,54.54504,25.35192,26.12016,25.35192,24.9678,26.12016,24.9678
1414878,PRSTHS PENILE INFL 4,C1813,92831.18,2/6/2022,19494.5478,32490.913,6034.0267,14574.49526,7890.6503,6591.01378,9561.61154,12532.2093,9468.78036,14574.49526,13182.02756,6126.85788,6312.52024,6126.85788,6034.0267,6312.52024,6034.0267
1070066,"P-REMOV LEAD, SNG",SURG,34221.19,2/6/2022,7186.4499,11977.4165,2224.37735,5372.72683,2908.80115,2429.70449,3524.78257,4619.86065,3490.56138,5372.72683,4859.40898,2258.59854,2327.04092,2258.59854,2224.37735,2327.04092,2224.37735
1610062,UE-AC JTS BILAT DR,73050,1429.57,2/6/2022,300.2097,500.3495,92.92205,224.44249,121.51345,101.49947,147.24571,192.99195,145.81614,224.44249,202.99894,94.35162,97.21076,94.35162,92.92205,97.21076,92.92205
1610084,LE-KNEE 3V DR,73562,1218.95,2/6/2022,255.9795,426.6325,79.23175,191.37515,103.61075,86.54545,125.55185,164.55825,124.3329,191.37515,173.0909,80.4507,82.8886,80.4507,79.23175,82.8886,79.23175
1417090,STAPLER/RELOAD 6,,12754.44,2/6/2022,2678.4324,4464.054,829.0386,2002.44708,1084.1274,905.56524,1313.70732,1721.8494,1300.95288,2002.44708,1811.13048,841.79304,867.30192,841.79304,829.0386,867.30192,829.0386
1217122,THIORIDAZINE 10MG TB,,45.2,2/6/2022,9.492,15.82,2.938,7.0964,3.842,3.2092,4.6556,6.102,4.6104,7.0964,6.4184,2.9832,3.0736,2.9832,2.938,3.0736,2.938
2850120,P-INS LV LEAD NEW,SURG,99999.5,2/6/2022,20999.895,34999.825,6499.9675,15699.9215,8499.9575,7099.9645,10299.9485,13499.9325,10199.949,15699.9215,14199.929,6599.967,6799.966,6599.967,6499.9675,6799.966,6499.9675
1217093,CAFF/NA BENZ 500 INJ,,453.03,2/6/2022,95.1363,158.5605,29.44695,71.12571,38.50755,32.16513,46.66209,61.15905,46.20906,71.12571,64.33026,29.89998,30.80604,29.89998,29.44695,30.80604,29.44695
7210552,ESOMEPRAZOLE 40MG IV,,453.03,2/6/2022,95.1363,158.5605,29.44695,71.12571,38.50755,32.16513,46.66209,61.15905,46.20906,71.12571,64.33026,29.89998,30.80604,29.89998,29.44695,30.80604,29.44695
1414508,DRILL BIT/BLADE LVL9,,26989.61,2/6/2022,5667.8181,9446.3635,1754.32465,4237.36877,2294.11685,1916.26231,2779.92983,3643.59735,2752.94022,4237.36877,3832.52462,1781.31426,1835.29348,1781.31426,1754.32465,1835.29348,1754.32465
1314227,DHEA-S,82627,289.27,2/6/2022,60.7467,101.2445,18.80255,45.41539,24.58795,20.53817,29.79481,39.05145,29.50554,45.41539,41.07634,19.09182,19.67036,19.09182,18.80255,19.67036,18.80255
7210483,MAGIC MOUTHWASH 5ML,,2.94,2/6/2022,0.6174,1.029,0.1911,0.46158,0.2499,0.20874,0.30282,0.3969,0.29988,0.46158,0.41748,0.19404,0.19992,0.19404,0.1911,0.19992,0.1911
7212201,ACTYLCYSTN INJ 100MG,J0132,43.21,2/6/2022,9.0741,15.1235,2.80865,6.78397,3.67285,3.06791,4.45063,5.83335,4.40742,6.78397,6.13582,2.85186,2.93828,2.85186,2.80865,2.93828,2.80865
1631567,CT-HEART WO QUAL,75571,5773.93,2/6/2022,1212.5253,2020.8755,375.30545,906.50701,490.78405,409.94903,594.71479,779.48055,588.94086,906.50701,819.89806,381.07938,392.62724,381.07938,375.30545,392.62724,375.30545
1218171,PHENYTOIN 50MG CHWTB,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
1854946,THER EXRCS-15MIN OT,97110,227.01,2/6/2022,47.6721,79.4535,14.75565,35.64057,19.29585,16.11771,23.38203,30.64635,23.15502,35.64057,32.23542,14.98266,15.43668,14.98266,14.75565,15.43668,14.75565
7211978,CALCIUM GLUC 10%10ML,J0610,453.03,2/6/2022,95.1363,158.5605,29.44695,71.12571,38.50755,32.16513,46.66209,61.15905,46.20906,71.12571,64.33026,29.89998,30.80604,29.89998,29.44695,30.80604,29.44695
1414703,JOINT DEVICE IMPLT 4,C1776,44931.38,2/6/2022,9435.5898,15725.983,2920.5397,7054.22666,3819.1673,3190.12798,4627.93214,6065.7363,4583.00076,7054.22666,6380.25596,2965.47108,3055.33384,2965.47108,2920.5397,3055.33384,2920.5397
1061546,S-REM-REP CVD DUAL,SURG,99999.99,2/6/2022,20999.9979,34999.9965,6499.99935,15699.99843,8499.99915,7099.99929,10299.99897,13499.99865,10199.99898,15699.99843,14199.99858,6599.99934,6799.99932,6599.99934,6499.99935,6799.99932,6499.99935
1314298,LEUTEINIZING HORMONE,83002,144.63,2/6/2022,30.3723,50.6205,9.40095,22.70691,12.29355,10.26873,14.89689,19.52505,14.75226,22.70691,20.53746,9.54558,9.83484,9.54558,9.40095,9.83484,9.40095
1630014,CTA-ABDOMEN PELVIS,74174,23163.36,2/6/2022,4864.3056,8107.176,1505.6184,3636.64752,1968.8856,1644.59856,2385.82608,3127.0536,2362.66272,3636.64752,3289.19712,1528.78176,1575.10848,1528.78176,1505.6184,1575.10848,1505.6184
1218507,PROMETHAZ 50MG SUPP,,51.65,2/6/2022,10.8465,18.0775,3.35725,8.10905,4.39025,3.66715,5.31995,6.97275,5.2683,8.10905,7.3343,3.4089,3.5122,3.4089,3.35725,3.5122,3.35725
7211956,CETUXIMAB 10MG INJ,J9055,578.7,2/6/2022,121.527,202.545,37.6155,90.8559,49.1895,41.0877,59.6061,78.1245,59.0274,90.8559,82.1754,38.1942,39.3516,38.1942,37.6155,39.3516,37.6155
1218959,FISH OIL 1000MG CAP,,45.2,2/6/2022,9.492,15.82,2.938,7.0964,3.842,3.2092,4.6556,6.102,4.6104,7.0964,6.4184,2.9832,3.0736,2.9832,2.938,3.0736,2.938
1217498,LATANOPR.005%OS 2.5M,,173.85,2/6/2022,36.5085,60.8475,11.30025,27.29445,14.77725,12.34335,17.90655,23.46975,17.7327,27.29445,24.6867,11.4741,11.8218,11.4741,11.30025,11.8218,11.30025
7211357,STER WATER IRR1000ML,,116.22,2/6/2022,24.4062,40.677,7.5543,18.24654,9.8787,8.25162,11.97066,15.6897,11.85444,18.24654,16.50324,7.67052,7.90296,7.67052,7.5543,7.90296,7.5543
1314787,FACTOR INHIBITOR TES,85335,428,2/6/2022,89.88,149.8,27.82,67.196,36.38,30.388,44.084,57.78,43.656,67.196,60.776,28.248,29.104,28.248,27.82,29.104,27.82
1212312,MYCOPHE MOF 250MG OR,J7517,143,2/6/2022,30.03,50.05,9.295,22.451,12.155,10.153,14.729,19.305,14.586,22.451,20.306,9.438,9.724,9.438,9.295,9.724,9.295
1317104,EGFR GENE COM VAR,81235,2961.49,2/6/2022,621.9129,1036.5215,192.49685,464.95393,251.72665,210.26579,305.03347,399.80115,302.07198,464.95393,420.53158,195.45834,201.38132,195.45834,192.49685,201.38132,192.49685
1570009,LE-KNEE BI AP STD CR,73565,1218.95,2/6/2022,255.9795,426.6325,79.23175,191.37515,103.61075,86.54545,125.55185,164.55825,124.3329,191.37515,173.0909,80.4507,82.8886,80.4507,79.23175,82.8886,79.23175
1314858,CULTURE FUNGUS BLOOD,87103,118.97,2/6/2022,24.9837,41.6395,7.73305,18.67829,10.11245,8.44687,12.25391,16.06095,12.13494,18.67829,16.89374,7.85202,8.08996,7.85202,7.73305,8.08996,7.73305
1213041,LINACLOTID 145MCG CP,,41.1,2/6/2022,8.631,14.385,2.6715,6.4527,3.4935,2.9181,4.2333,5.5485,4.1922,6.4527,5.8362,2.7126,2.7948,2.7126,2.6715,2.7948,2.6715
1610059,UE-SHOULDER 1V DR,73020,722.75,2/6/2022,151.7775,252.9625,46.97875,113.47175,61.43375,51.31525,74.44325,97.57125,73.7205,113.47175,102.6305,47.7015,49.147,47.7015,46.97875,49.147,46.97875
1317033,HFE GENE ANALY CV,81256,1311.03,2/6/2022,275.3163,458.8605,85.21695,205.83171,111.43755,93.08313,135.03609,176.98905,133.72506,205.83171,186.16626,86.52798,89.15004,86.52798,85.21695,89.15004,85.21695
1020048,EEG NONCRANIAL SURG,95955,2570.11,2/6/2022,539.7231,899.5385,167.05715,403.50727,218.45935,182.47781,264.72133,346.96485,262.15122,403.50727,364.95562,169.62726,174.76748,169.62726,167.05715,174.76748,167.05715
1218944,HALOPERIDOL 2MG TAB,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
1211217,MORPHINE PF 10MG INJ,J2274,453.03,2/6/2022,95.1363,158.5605,29.44695,71.12571,38.50755,32.16513,46.66209,61.15905,46.20906,71.12571,64.33026,29.89998,30.80604,29.89998,29.44695,30.80604,29.44695
1217159,TRIAZOLAM .125MG TAB,,45.2,2/6/2022,9.492,15.82,2.938,7.0964,3.842,3.2092,4.6556,6.102,4.6104,7.0964,6.4184,2.9832,3.0736,2.9832,2.938,3.0736,2.938
1221349,AA-D5W-LIP-LYTE1540M,,749.97,2/6/2022,157.4937,262.4895,48.74805,117.74529,63.74745,53.24787,77.24691,101.24595,76.49694,117.74529,106.49574,49.49802,50.99796,49.49802,48.74805,50.99796,48.74805
1217647,ETHYL CHL SPR 105ML,,247.88,2/6/2022,52.0548,86.758,16.1122,38.91716,21.0698,17.59948,25.53164,33.4638,25.28376,38.91716,35.19896,16.36008,16.85584,16.36008,16.1122,16.85584,16.1122
1641033,MRA-ABDOMEN WWO,C8902,10876.81,2/6/2022,2284.1301,3806.8835,706.99265,1707.65917,924.52885,772.25351,1120.31143,1468.36935,1109.43462,1707.65917,1544.50702,717.86946,739.62308,717.86946,706.99265,739.62308,706.99265
1314336,"IMMUNOASSAY, NOS",83520,218.12,2/6/2022,45.8052,76.342,14.1778,34.24484,18.5402,15.48652,22.46636,29.4462,22.24824,34.24484,30.97304,14.39592,14.83216,14.39592,14.1778,14.83216,14.1778
1414178,CATH HEMODIAL ST 2,C1752,7379.87,2/6/2022,1549.7727,2582.9545,479.69155,1158.63959,627.28895,523.97077,760.12661,996.28245,752.74674,1158.63959,1047.94154,487.07142,501.83116,487.07142,479.69155,501.83116,479.69155
1681036,MR-THOR SPINE WWO,72157,11949.75,2/6/2022,2509.4475,4182.4125,776.73375,1876.11075,1015.72875,848.43225,1230.82425,1613.21625,1218.8745,1876.11075,1696.8645,788.6835,812.583,788.6835,776.73375,812.583,776.73375
1413265,TISSUE LOCALZ EXCISI,C1819,5643.52,2/6/2022,1185.1392,1975.232,366.8288,886.03264,479.6992,400.68992,581.28256,761.8752,575.63904,886.03264,801.37984,372.47232,383.75936,372.47232,366.8288,383.75936,366.8288
1219920,PREDNISOL 3MG/ML 5ML,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
1212855,DOCETAXEL 1MG INJ,J9171,261.72,2/6/2022,54.9612,91.602,17.0118,41.09004,22.2462,18.58212,26.95716,35.3322,26.69544,41.09004,37.16424,17.27352,17.79696,17.27352,17.0118,17.79696,17.0118
1314573,BETA-2 GLYCOPROT AB,86146,202.95,2/6/2022,42.6195,71.0325,13.19175,31.86315,17.25075,14.40945,20.90385,27.39825,20.7009,31.86315,28.8189,13.3947,13.8006,13.3947,13.19175,13.8006,13.19175
1210585,GENTAMIC .1%CRM 15GM,,112.74,2/6/2022,23.6754,39.459,7.3281,17.70018,9.5829,8.00454,11.61222,15.2199,11.49948,17.70018,16.00908,7.44084,7.66632,7.44084,7.3281,7.66632,7.3281
1212467,PHENYLEP 1MG NS 10ML,,107.07,2/6/2022,22.4847,37.4745,6.95955,16.80999,9.10095,7.60197,11.02821,14.45445,10.92114,16.80999,15.20394,7.06662,7.28076,7.06662,6.95955,7.28076,6.95955
1210827,ORAL VEHICLE 1ML,,1.1,2/6/2022,0.231,0.385,0.0715,0.1727,0.0935,0.0781,0.1133,0.1485,0.1122,0.1727,0.1562,0.0726,0.0748,0.0726,0.0715,0.0748,0.0715
7212187,CROMOLYN NA 10MG INH,,56.61,2/6/2022,11.8881,19.8135,3.67965,8.88777,4.81185,4.01931,5.83083,7.64235,5.77422,8.88777,8.03862,3.73626,3.84948,3.73626,3.67965,3.84948,3.67965
1815041,GAIT TRNNG-15MIN PTA,97116,154.15,2/6/2022,32.3715,53.9525,10.01975,24.20155,13.10275,10.94465,15.87745,20.81025,15.7233,24.20155,21.8893,10.1739,10.4822,10.1739,10.01975,10.4822,10.01975
1663095,US-HIPS INFANT W MAN,76885,1140.49,2/6/2022,239.5029,399.1715,74.13185,179.05693,96.94165,80.97479,117.47047,153.96615,116.32998,179.05693,161.94958,75.27234,77.55332,75.27234,74.13185,77.55332,74.13185
1510110,RT-RAD TX DOSE PLAN,77300,605.53,2/6/2022,127.1613,211.9355,39.35945,95.06821,51.47005,42.99263,62.36959,81.74655,61.76406,95.06821,85.98526,39.96498,41.17604,39.96498,39.35945,41.17604,39.35945
7210502,LEVETIRACET 500MG TB,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
1641049,MRA-HEAD WO,70544,6601.01,2/6/2022,1386.2121,2310.3535,429.06565,1036.35857,561.08585,468.67171,679.90403,891.13635,673.30302,1036.35857,937.34342,435.66666,448.86868,435.66666,429.06565,448.86868,429.06565
2041000,HEMODIALY SING EVAL,90935,4223.19,2/6/2022,886.8699,1478.1165,274.50735,663.04083,358.97115,299.84649,434.98857,570.13065,430.76538,663.04083,599.69298,278.73054,287.17692,278.73054,274.50735,287.17692,274.50735
1061274,P-INS LEAD SNGL,SURG,90534.11,2/6/2022,19012.1631,31686.9385,5884.71715,14213.85527,7695.39935,6427.92181,9325.01333,12222.10485,9234.47922,14213.85527,12855.84362,5975.25126,6156.31948,5975.25126,5884.71715,6156.31948,5884.71715
1217318,CILOSTAZOL 100MG TAB,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
1612139,CH-STRNOCLAV JNTS CR,71130,657.16,2/6/2022,138.0036,230.006,42.7154,103.17412,55.8586,46.65836,67.68748,88.7166,67.03032,103.17412,93.31672,43.37256,44.68688,43.37256,42.7154,44.68688,42.7154
1217094,CALCITO 200UN/AC 3.7,,108.79,2/6/2022,22.8459,38.0765,7.07135,17.08003,9.24715,7.72409,11.20537,14.68665,11.09658,17.08003,15.44818,7.18014,7.39772,7.18014,7.07135,7.39772,7.07135
1414575,GENRATR NEUROSTM 1,C1767,99999.38,2/6/2022,20999.8698,34999.783,6499.9597,15699.90266,8499.9473,7099.95598,10299.93614,13499.9163,10199.93676,15699.90266,14199.91196,6599.95908,6799.95784,6599.95908,6499.9597,6799.95784,6499.9597
1854937,PARAF BATH-VISIT OT,97018,123.18,2/6/2022,25.8678,43.113,8.0067,19.33926,10.4703,8.74578,12.68754,16.6293,12.56436,19.33926,17.49156,8.12988,8.37624,8.12988,8.0067,8.37624,8.0067
2520358,US-ABDOMEN LTD WO,76705,3060.31,2/6/2022,642.6651,1071.1085,198.92015,480.46867,260.12635,217.28201,315.21193,413.14185,312.15162,480.46867,434.56402,201.98046,208.10108,201.98046,198.92015,208.10108,198.92015
1612456,LE-HIP PV UN2OR3V CR,73502,1128.45,2/6/2022,236.9745,394.9575,73.34925,177.16665,95.91825,80.11995,116.23035,152.34075,115.1019,177.16665,160.2399,74.4777,76.7346,74.4777,73.34925,76.7346,73.34925
1219393,IODOQUIN-HC 1%CR 30G,,731.19,2/6/2022,153.5499,255.9165,47.52735,114.79683,62.15115,51.91449,75.31257,98.71065,74.58138,114.79683,103.82898,48.25854,49.72092,48.25854,47.52735,49.72092,47.52735
1218614,MINERAL OIL 10ML,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
1221152,SOD CHLOR .9% 150ML,,226.01,2/6/2022,47.4621,79.1035,14.69065,35.48357,19.21085,16.04671,23.27903,30.51135,23.05302,35.48357,32.09342,14.91666,15.36868,14.91666,14.69065,15.36868,14.69065
282803,LABOR LEVEL 3 PER HR,,653.19,2/6/2022,137.1699,228.6165,42.45735,102.55083,55.52115,46.37649,67.27857,88.18065,66.62538,102.55083,92.75298,43.11054,44.41692,43.11054,42.45735,44.41692,42.45735
7212134,RIBOFLAVIN 100MG TAB,,20.41,2/6/2022,4.2861,7.1435,1.32665,3.20437,1.73485,1.44911,2.10223,2.75535,2.08182,3.20437,2.89822,1.34706,1.38788,1.34706,1.32665,1.38788,1.32665
1214822,ALOGLIPTIN 6.25MG TB,,775.25,2/6/2022,162.8025,271.3375,50.39125,121.71425,65.89625,55.04275,79.85075,104.65875,79.0755,121.71425,110.0855,51.1665,52.717,51.1665,50.39125,52.717,50.39125
7210179,SOD BICARB 650MG TAB,,1.26,2/6/2022,0.2646,0.441,0.0819,0.19782,0.1071,0.08946,0.12978,0.1701,0.12852,0.19782,0.17892,0.08316,0.08568,0.08316,0.0819,0.08568,0.0819
1321118,"FLOWCYTOMET-TC,1 MRK",88184,1599.13,2/6/2022,335.8173,559.6955,103.94345,251.06341,135.92605,113.53823,164.71039,215.88255,163.11126,251.06341,227.07646,105.54258,108.74084,105.54258,103.94345,108.74084,103.94345
1670175,CT-NECK SOFT TIS WWO,70492,8978.82,2/6/2022,1885.5522,3142.587,583.6233,1409.67474,763.1997,637.49622,924.81846,1212.1407,915.83964,1409.67474,1274.99244,592.60212,610.55976,592.60212,583.6233,610.55976,583.6233
1670626,CT-LUNG LOWDSE SC WO,71271,788.4,2/6/2022,165.564,275.94,51.246,123.7788,67.014,55.9764,81.2052,106.434,80.4168,123.7788,111.9528,52.0344,53.6112,52.0344,51.246,53.6112,51.246
1314888,"SMEAR,GRAM STAIN",87205,100.31,2/6/2022,21.0651,35.1085,6.52015,15.74867,8.52635,7.12201,10.33193,13.54185,10.23162,15.74867,14.24402,6.62046,6.82108,6.62046,6.52015,6.82108,6.52015
1218387,OXCARBAZEPI 300MG TB,,45.2,2/6/2022,9.492,15.82,2.938,7.0964,3.842,3.2092,4.6556,6.102,4.6104,7.0964,6.4184,2.9832,3.0736,2.9832,2.938,3.0736,2.938
1210956,DARUNAVIR 600MG TAB,,136.61,2/6/2022,28.6881,47.8135,8.87965,21.44777,11.61185,9.69931,14.07083,18.44235,13.93422,21.44777,19.39862,9.01626,9.28948,9.01626,8.87965,9.28948,8.87965
1211219,DEX 5%/WATER 50ML,,226.01,2/6/2022,47.4621,79.1035,14.69065,35.48357,19.21085,16.04671,23.27903,30.51135,23.05302,35.48357,32.09342,14.91666,15.36868,14.91666,14.69065,15.36868,14.69065
1219037,LABETALOL 200MG TAB,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
1414600,GRAFT VASCULAR 1,C1768,6349.68,2/6/2022,1333.4328,2222.388,412.7292,996.89976,539.7228,450.82728,654.01704,857.2068,647.66736,996.89976,901.65456,419.07888,431.77824,419.07888,412.7292,431.77824,412.7292
1070031,S-INS ICD PLS GN MLT,SURG,99999.99,2/6/2022,20999.9979,34999.9965,6499.99935,15699.99843,8499.99915,7099.99929,10299.99897,13499.99865,10199.99898,15699.99843,14199.99858,6599.99934,6799.99932,6599.99934,6499.99935,6799.99932,6499.99935
1612168,UE-AC JTS BILAT CR,73050,1429.57,2/6/2022,300.2097,500.3495,92.92205,224.44249,121.51345,101.49947,147.24571,192.99195,145.81614,224.44249,202.99894,94.35162,97.21076,94.35162,92.92205,97.21076,92.92205
1212921,NIT-THI30-250MG/ML60,,1031.66,2/6/2022,216.6486,361.081,67.0579,161.97062,87.6911,73.24786,106.26098,139.2741,105.22932,161.97062,146.49572,68.08956,70.15288,68.08956,67.0579,70.15288,67.0579
2550039,CT-ORBIT EAR W,70481,6700.85,2/6/2022,1407.1785,2345.2975,435.55525,1052.03345,569.57225,475.76035,690.18755,904.61475,683.4867,1052.03345,951.5207,442.2561,455.6578,442.2561,435.55525,455.6578,435.55525
1210774,LIDOCAINE 4% CRM 30G,,409.8,2/6/2022,86.058,143.43,26.637,64.3386,34.833,29.0958,42.2094,55.323,41.7996,64.3386,58.1916,27.0468,27.8664,27.0468,26.637,27.8664,26.637
