SVCCD,Description,CPT,Gross Charge,As of Date,DISCOUNTED CASH PRICE INPATIENT,DISCOUNTED CASH PRICE OUTPATIENT,DE-IDENTIFIED MIN,DE-IDENTIFIED MAX,BCBSAL Total (IP & OP) PPO ,BCBSAL CHS EE PPO,Aetna PPO ,UHC PPO,Cigna PPO,Humana PPO,VIVA PPO ,UHC MCR ,Humana MCR ,BCBSAL MCR,Aetna/Coventry MCR,VIVA Health MCR,Multiplan 
1651069,NM-VENOGRAM UNILAT,78457,2253.39,2/6/22,676.017,788.6865,137.45679,1252.88484,214.07205,180.2712,1252.88484,326.74155,331.24833,173.51103,380.82291,175.76442,175.76442,180.2712,191.53815,159.99069,137.45679
2850052,S-TIB-PER REVASC STN,SURG,19156.39,2/6/22,5746.917,6704.7365,1168.53979,10650.95284,1819.85705,1532.5112,10650.95284,2777.67655,2815.98933,1475.04203,3237.42991,1494.19842,1494.19842,1532.5112,1628.29315,1360.10369,1168.53979
7211849,PAMIDRONATE 30MG IJ,J2430,1076.74,2/6/22,323.022,376.859,65.68114,598.66744,102.2903,86.1392,598.66744,156.1273,158.28078,82.90898,181.96906,83.98572,83.98572,86.1392,91.5229,76.44854,65.68114
1217897,ROPINIROLE 1MG TAB,,0.55,2/6/22,0.165,0.1925,0.03355,0.3058,0.05225,0.044,0.3058,0.07975,0.08085,0.04235,0.09295,0.0429,0.0429,0.044,0.04675,0.03905,0.03355
1214314,PATIROMER 8.4GM PKT,,39.93,2/6/22,11.979,13.9755,2.43573,22.20108,3.79335,3.1944,22.20108,5.78985,5.86971,3.07461,6.74817,3.11454,3.11454,3.1944,3.39405,2.83503,2.43573
1211196,PHENYLEPH.25%SPR 30M,,6.02,2/6/22,1.806,2.107,0.36722,3.34712,0.5719,0.4816,3.34712,0.8729,0.88494,0.46354,1.01738,0.46956,0.46956,0.4816,0.5117,0.42742,0.36722
1581036,US-BREAST LIMITED,76642,1366.29,2/6/22,409.887,478.2015,83.34369,759.65724,129.79755,109.3032,759.65724,198.11205,200.84463,105.20433,230.90301,106.57062,106.57062,109.3032,116.13465,97.00659,83.34369
1219996,LIDOCAIN 2%/EPI 30ML,,224.91,2/6/22,67.473,78.7185,13.71951,125.04996,21.36645,17.9928,125.04996,32.61195,33.06177,17.31807,38.00979,17.54298,17.54298,17.9928,19.11735,15.96861,13.71951
1030027,SOMATO BODY OR HEAD,95927,1993.99,2/6/22,598.197,697.8965,121.63339,1108.65844,189.42905,159.5192,1108.65844,289.12855,293.11653,153.53723,336.98431,155.53122,155.53122,159.5192,169.48915,141.57329,121.63339
2811310,S-INS INDWELL FOLEY,SURG,516.61,2/6/22,154.983,180.8135,31.51321,287.23516,49.07795,41.3288,287.23516,74.90845,75.94167,39.77897,87.30709,40.29558,40.29558,41.3288,43.91185,36.67931,31.51321
7210001,HYDROXYZI PAM 25MGCP,,0.14,2/6/22,0.042,0.049,0.00854,0.07784,0.0133,0.0112,0.07784,0.0203,0.02058,0.01078,0.02366,0.01092,0.01092,0.0112,0.0119,0.00994,0.00854
1314624,INTRINSIC FACTOR AB,86340,253.02,2/6/22,75.906,88.557,15.43422,140.67912,24.0369,20.2416,140.67912,36.6879,37.19394,19.48254,42.76038,19.73556,19.73556,20.2416,21.5067,17.96442,15.43422
1217339,CLONAZEPAM 0.5MG TAB,,0.15,2/6/22,0.045,0.0525,0.00915,0.0834,0.01425,0.012,0.0834,0.02175,0.02205,0.01155,0.02535,0.0117,0.0117,0.012,0.01275,0.01065,0.00915
1217741,HYDROCORT 25MG SUPP,,3.86,2/6/22,1.158,1.351,0.23546,2.14616,0.3667,0.3088,2.14616,0.5597,0.56742,0.29722,0.65234,0.30108,0.30108,0.3088,0.3281,0.27406,0.23546
1211202,MULTIVIT-MIN LIQ 5ML,,0.48,2/6/22,0.144,0.168,0.02928,0.26688,0.0456,0.0384,0.26688,0.0696,0.07056,0.03696,0.08112,0.03744,0.03744,0.0384,0.0408,0.03408,0.02928
1314591,"DNA AB,NATIVE-DOUBL",86225,155.08,2/6/22,46.524,54.278,9.45988,86.22448,14.7326,12.4064,86.22448,22.4866,22.79676,11.94116,26.20852,12.09624,12.09624,12.4064,13.1818,11.01068,9.45988
1321077,SURG PATH GROSS LVL3,88304,328.81,2/6/22,98.643,115.0835,20.05741,182.81836,31.23695,26.3048,182.81836,47.67745,48.33507,25.31837,55.56889,25.64718,25.64718,26.3048,27.94885,23.34551,20.05741
1214797,AMOX250/CLAV62.5 1ML,,9.48,2/6/22,2.844,3.318,0.57828,5.27088,0.9006,0.7584,5.27088,1.3746,1.39356,0.72996,1.60212,0.73944,0.73944,0.7584,0.8058,0.67308,0.57828
1314636,PART AGGLUT.SCREEN,86403,277.51,2/6/22,83.253,97.1285,16.92811,154.29556,26.36345,22.2008,154.29556,40.23895,40.79397,21.36827,46.89919,21.64578,21.64578,22.2008,23.58835,19.70321,16.92811
1854953,THER ACTVT-15MIN OT,97530,361.78,2/6/22,108.534,126.623,22.06858,201.14968,34.3691,28.9424,201.14968,52.4581,53.18166,27.85706,61.14082,28.21884,28.21884,28.9424,30.7513,25.68638,22.06858
1641029,MR-GUIDE NEEDLE PLAC,77021,2618.15,2/6/22,785.445,916.3525,159.70715,1455.6914,248.72425,209.452,1455.6914,379.63175,384.86805,201.59755,442.46735,204.2157,204.2157,209.452,222.54275,185.88865,159.70715
1217140,TOLTERODINE 2MG TAB,,5.6,2/6/22,1.68,1.96,0.3416,3.1136,0.532,0.448,3.1136,0.812,0.8232,0.4312,0.9464,0.4368,0.4368,0.448,0.476,0.3976,0.3416
1641004,MR-UPPER JOINT W,73222,5969.9,2/6/22,1790.97,2089.465,364.1639,3319.2644,567.1405,477.592,3319.2644,865.6355,877.5753,459.6823,1008.9131,465.6522,465.6522,477.592,507.4415,423.8629,364.1639
1612185,LE-KNEE 1 TO 2V CR,73560,611.98,2/6/22,183.594,214.193,37.33078,340.26088,58.1381,48.9584,340.26088,88.7371,89.96106,47.12246,103.42462,47.73444,47.73444,48.9584,52.0183,43.45058,37.33078
1913282,ADM IV INF BAM ETES,M0245,981,2/6/22,294.3,343.35,59.841,545.436,93.195,78.48,545.436,142.245,144.207,75.537,165.789,76.518,76.518,78.48,83.385,69.651,59.841
1314425,"PHOSPHORUS, BLOOD",84100,80.45,2/6/22,24.135,28.1575,4.90745,44.7302,7.64275,6.436,44.7302,11.66525,11.82615,6.19465,13.59605,6.2751,6.2751,6.436,6.83825,5.71195,4.90745
1814980,NG PRWN MD LT50CMPT,97607,1429.74,2/6/22,428.922,500.409,87.21414,794.93544,135.8253,114.3792,794.93544,207.3123,210.17178,110.08998,241.62606,111.51972,111.51972,114.3792,121.5279,101.51154,87.21414
1510110,RT-RAD TX DOSE PLAN,77300,552.43,2/6/22,165.729,193.3505,33.69823,307.15108,52.48085,44.1944,307.15108,80.10235,81.20721,42.53711,93.36067,43.08954,43.08954,44.1944,46.95655,39.22253,33.69823
1217271,CARBAMAZEP 100MGSRTB,,0.98,2/6/22,0.294,0.343,0.05978,0.54488,0.0931,0.0784,0.54488,0.1421,0.14406,0.07546,0.16562,0.07644,0.07644,0.0784,0.0833,0.06958,0.05978
2852812,HEART FLOW MEASURE,93571,2003.59,2/6/22,601.077,701.2565,122.21899,1113.99604,190.34105,160.2872,1113.99604,290.52055,294.52773,154.27643,338.60671,156.28002,156.28002,160.2872,170.30515,142.25489,122.21899
1219329,FLUOCINON.05 SOL 60M,,86.24,2/6/22,25.872,30.184,5.26064,47.94944,8.1928,6.8992,47.94944,12.5048,12.67728,6.64048,14.57456,6.72672,6.72672,6.8992,7.3304,6.12304,5.26064
1691198,IR-TRNSCTH THROM VEN,SURG,4341.33,2/6/22,1302.399,1519.4655,264.82113,2413.77948,412.42635,347.3064,2413.77948,629.49285,638.17551,334.28241,733.68477,338.62374,338.62374,347.3064,369.01305,308.23443,264.82113
7210644,CANDIDA SKIN TEST,,115.53,2/6/22,34.659,40.4355,7.04733,64.23468,10.97535,9.2424,64.23468,16.75185,16.98291,8.89581,19.52457,9.01134,9.01134,9.2424,9.82005,8.20263,7.04733
1314084,BLOOD TYPING RH D,86901,101.44,2/6/22,30.432,35.504,6.18784,56.40064,9.6368,8.1152,56.40064,14.7088,14.91168,7.81088,17.14336,7.91232,7.91232,8.1152,8.6224,7.20224,6.18784
1510111,RT-DOSE PLAN IMRT,77301,4936.97,2/6/22,1481.091,1727.9395,301.15517,2744.95532,469.01215,394.9576,2744.95532,715.86065,725.73459,380.14669,834.34793,385.08366,385.08366,394.9576,419.64245,350.52487,301.15517
1317027,FMR1 GENE ANALY AB,81243,332.31,2/6/22,99.693,116.3085,20.27091,184.76436,31.56945,26.5848,184.76436,48.18495,48.84957,25.58787,56.16039,25.92018,25.92018,26.5848,28.24635,23.59401,20.27091
1212538,ESTRADIOL VAL 10MG,J1380,1278.55,2/6/22,383.565,447.4925,77.99155,710.8738,121.46225,102.284,710.8738,185.38975,187.94685,98.44835,216.07495,99.7269,99.7269,102.284,108.67675,90.77705,77.99155
1610146,LE-KNEE 3VWS BI DR,73562,1057.79,2/6/22,317.337,370.2265,64.52519,588.13124,100.49005,84.6232,588.13124,153.37955,155.49513,81.44983,178.76651,82.50762,82.50762,84.6232,89.91215,75.10309,64.52519
1210077,ALBUTEROL 90MCG PUFF,,4.01,2/6/22,1.203,1.4035,0.24461,2.22956,0.38095,0.3208,2.22956,0.58145,0.58947,0.30877,0.67769,0.31278,0.31278,0.3208,0.34085,0.28471,0.24461
1314092,COMPATIB TEST INCUB,86921,844.18,2/6/22,253.254,295.463,51.49498,469.36408,80.1971,67.5344,469.36408,122.4061,124.09446,65.00186,142.66642,65.84604,65.84604,67.5344,71.7553,59.93678,51.49498
1691072,IR-VENGRM ADRENAL BI,75842,19217.57,2/6/22,5765.271,6726.1495,1172.27177,10684.96892,1825.66915,1537.4056,10684.96892,2786.54765,2824.98279,1479.75289,3247.76933,1498.97046,1498.97046,1537.4056,1633.49345,1364.44747,1172.27177
1314877,OVA-PARASITES SMEARS,87177,184.23,2/6/22,55.269,64.4805,11.23803,102.43188,17.50185,14.7384,102.43188,26.71335,27.08181,14.18571,31.13487,14.36994,14.36994,14.7384,15.65955,13.08033,11.23803
7212003,HALOPERIDOL 5MG INJ,J1630,224.91,2/6/22,67.473,78.7185,13.71951,125.04996,21.36645,17.9928,125.04996,32.61195,33.06177,17.31807,38.00979,17.54298,17.54298,17.9928,19.11735,15.96861,13.71951
1314608,TUMOR AG CA 125,86304,148.08,2/6/22,44.424,51.828,9.03288,82.33248,14.0676,11.8464,82.33248,21.4716,21.76776,11.40216,25.02552,11.55024,11.55024,11.8464,12.5868,10.51368,9.03288
1210436,PED MVI/FE 10/ML 1ML,,0.17,2/6/22,0.051,0.0595,0.01037,0.09452,0.01615,0.0136,0.09452,0.02465,0.02499,0.01309,0.02873,0.01326,0.01326,0.0136,0.01445,0.01207,0.01037
1217992,METRONIDAZOL 250MGTB,,0.43,2/6/22,0.129,0.1505,0.02623,0.23908,0.04085,0.0344,0.23908,0.06235,0.06321,0.03311,0.07267,0.03354,0.03354,0.0344,0.03655,0.03053,0.02623
1814945,ELEC STM-MN-15MN PT,97032,356.56,2/6/22,106.968,124.796,21.75016,198.24736,33.8732,28.5248,198.24736,51.7012,52.41432,27.45512,60.25864,27.81168,27.81168,28.5248,30.3076,25.31576,21.75016
1314296,GLYCATED PROTEIN,82985,153.91,2/6/22,46.173,53.8685,9.38851,85.57396,14.62145,12.3128,85.57396,22.31695,22.62477,11.85107,26.01079,12.00498,12.00498,12.3128,13.08235,10.92761,9.38851
1218905,POT PHOS MON 500MGTB,,0.55,2/6/22,0.165,0.1925,0.03355,0.3058,0.05225,0.044,0.3058,0.07975,0.08085,0.04235,0.09295,0.0429,0.0429,0.044,0.04675,0.03905,0.03355
2041003,OTH DIALY SING EVAL,90945,2028.06,2/6/22,608.418,709.821,123.71166,1127.60136,192.6657,162.2448,1127.60136,294.0687,298.12482,156.16062,342.74214,158.18868,158.18868,162.2448,172.3851,143.99226,123.71166
1217977,METHOCARBAM 750MG TB,,0.29,2/6/22,0.087,0.1015,0.01769,0.16124,0.02755,0.0232,0.16124,0.04205,0.04263,0.02233,0.04901,0.02262,0.02262,0.0232,0.02465,0.02059,0.01769
1221300,SOD CHLOR .9% 50ML,,432.79,2/6/22,129.837,151.4765,26.40019,240.63124,41.11505,34.6232,240.63124,62.75455,63.62013,33.32483,73.14151,33.75762,33.75762,34.6232,36.78715,30.72809,26.40019
1314399,NUCLEOTIDASE 5',83915,72.29,2/6/22,21.687,25.3015,4.40969,40.19324,6.86755,5.7832,40.19324,10.48205,10.62663,5.56633,12.21701,5.63862,5.63862,5.7832,6.14465,5.13259,4.40969
1110873,PAIN MGMT IN PROC L3,SURG,6034.45,2/6/22,1810.335,2112.0575,368.10145,3355.1542,573.27275,482.756,3355.1542,874.99525,887.06415,464.65265,1019.82205,470.6871,470.6871,482.756,512.92825,428.44595,368.10145
1317128,FLT3 TKD VARIANTS,81246,483.89,2/6/22,145.167,169.3615,29.51729,269.04284,45.96955,38.7112,269.04284,70.16405,71.13183,37.25953,81.77741,37.74342,37.74342,38.7112,41.13065,34.35619,29.51729
1641057,MR-THOR SPINE WO,72146,7364.08,2/6/22,2209.224,2577.428,449.20888,4094.42848,699.5876,589.1264,4094.42848,1067.7916,1082.51976,567.03416,1244.52952,574.39824,574.39824,589.1264,625.9468,522.84968,449.20888
1630007,CT-ABD PELVIS WO,74176,11755.38,2/6/22,3526.614,4114.383,717.07818,6535.99128,1116.7611,940.4304,6535.99128,1704.5301,1728.04086,905.16426,1986.65922,916.91964,916.91964,940.4304,999.2073,834.63198,717.07818
1321040,"CYTOP TBS,C-V,MANUAL",88164,87.45,2/6/22,26.235,30.6075,5.33445,48.6222,8.30775,6.996,48.6222,12.68025,12.85515,6.73365,14.77905,6.8211,6.8211,6.996,7.43325,6.20895,5.33445
1610115,CH-BABYGRAM FB DR,76010,609.96,2/6/22,182.988,213.486,37.20756,339.13776,57.9462,48.7968,339.13776,88.4442,89.66412,46.96692,103.08324,47.57688,47.57688,48.7968,51.8466,43.30716,37.20756
2852820,EP-INTCRD ECHO INTER,93662,1053.53,2/6/22,316.059,368.7355,64.26533,585.76268,100.08535,84.2824,585.76268,152.76185,154.86891,81.12181,178.04657,82.17534,82.17534,84.2824,89.55005,74.80063,64.26533
1211537,LIDOCAINE 2% INJ 2ML,,224.91,2/6/22,67.473,78.7185,13.71951,125.04996,21.36645,17.9928,125.04996,32.61195,33.06177,17.31807,38.00979,17.54298,17.54298,17.9928,19.11735,15.96861,13.71951
1855048,PHYS PERF-15MIN COTA,97750,246.38,2/6/22,73.914,86.233,15.02918,136.98728,23.4061,19.7104,136.98728,35.7251,36.21786,18.97126,41.63822,19.21764,19.21764,19.7104,20.9423,17.49298,15.02918
1316693,BENZODIAZ MS 1-12,80346,89.78,2/6/22,26.934,31.423,5.47658,49.91768,8.5291,7.1824,49.91768,13.0181,13.19766,6.91306,15.17282,7.00284,7.00284,7.1824,7.6313,6.37438,5.47658
7211872,FACTOR IX COMPLEX IU,J7194,19.29,2/6/22,5.787,6.7515,1.17669,10.72524,1.83255,1.5432,10.72524,2.79705,2.83563,1.48533,3.26001,1.50462,1.50462,1.5432,1.63965,1.36959,1.17669
7210998,DESMOPRESS TAB 0.1MG,,1.27,2/6/22,0.381,0.4445,0.07747,0.70612,0.12065,0.1016,0.70612,0.18415,0.18669,0.09779,0.21463,0.09906,0.09906,0.1016,0.10795,0.09017,0.07747
1061589,IR-ANG VERT IPS UNI,36226,24897.8,2/6/22,7469.34,8714.23,1518.7658,13843.1768,2365.291,1991.824,13843.1768,3610.181,3659.9766,1917.1306,4207.7282,1942.0284,1942.0284,1991.824,2116.313,1767.7438,1518.7658
7212079,FLUOROURACIL 500MG,J9190,241.83,2/6/22,72.549,84.6405,14.75163,134.45748,22.97385,19.3464,134.45748,35.06535,35.54901,18.62091,40.86927,18.86274,18.86274,19.3464,20.55555,17.16993,14.75163
7210369,PREGABALIN 150MG CAP,,7.93,2/6/22,2.379,2.7755,0.48373,4.40908,0.75335,0.6344,4.40908,1.14985,1.16571,0.61061,1.34017,0.61854,0.61854,0.6344,0.67405,0.56303,0.48373
1314797,"D-DIMER, QUANT",85379,230.87,2/6/22,69.261,80.8045,14.08307,128.36372,21.93265,18.4696,128.36372,33.47615,33.93789,17.77699,39.01703,18.00786,18.00786,18.4696,19.62395,16.39177,14.08307
2850101,IR-VENOGRAM EXT UNI,75820,4335.22,2/6/22,1300.566,1517.327,264.44842,2410.38232,411.8459,346.8176,2410.38232,628.6069,637.27734,333.81194,732.65218,338.14716,338.14716,346.8176,368.4937,307.80062,264.44842
1410008,OTH STER SUPP LVL 8,,7565.36,2/6/22,2269.608,2647.876,461.48696,4206.34016,718.7092,605.2288,4206.34016,1096.9772,1112.10792,582.53272,1278.54584,590.09808,590.09808,605.2288,643.0556,537.14056,461.48696
1621503,US-ENCEPHALOGRAM,76506,1400.27,2/6/22,420.081,490.0945,85.41647,778.55012,133.02565,112.0216,778.55012,203.03915,205.83969,107.82079,236.64563,109.22106,109.22106,112.0216,119.02295,99.41917,85.41647
2811893,PARV BIINJ C-T L3,SURG,2917,2/6/22,875.1,1020.95,177.937,1621.852,277.115,233.36,1621.852,422.965,428.799,224.609,492.973,227.526,227.526,233.36,247.945,207.107,177.937
1314537,IDAT EACH AB TITER,86886,483.89,2/6/22,145.167,169.3615,29.51729,269.04284,45.96955,38.7112,269.04284,70.16405,71.13183,37.25953,81.77741,37.74342,37.74342,38.7112,41.13065,34.35619,29.51729
1314353,"FETAL LUNG,L-S RATIO",83661,142.25,2/6/22,42.675,49.7875,8.67725,79.091,13.51375,11.38,79.091,20.62625,20.91075,10.95325,24.04025,11.0955,11.0955,11.38,12.09125,10.09975,8.67725
1217078,BUPIVACAIN .75% 30ML,,224.91,2/6/22,67.473,78.7185,13.71951,125.04996,21.36645,17.9928,125.04996,32.61195,33.06177,17.31807,38.00979,17.54298,17.54298,17.9928,19.11735,15.96861,13.71951
1719000,TRACH TUBE CHANGE,SURG,582.51,2/6/22,174.753,203.8785,35.53311,323.87556,55.33845,46.6008,323.87556,84.46395,85.62897,44.85327,98.44419,45.43578,45.43578,46.6008,49.51335,41.35821,35.53311
1321076,SURG PATH GROSS LVL2,88302,317.15,2/6/22,95.145,111.0025,19.34615,176.3354,30.12925,25.372,176.3354,45.98675,46.62105,24.42055,53.59835,24.7377,24.7377,25.372,26.95775,22.51765,19.34615
7210573,FENTANY CIT 0.1MGINJ,J3010,153,2/6/22,45.9,53.55,9.333,85.068,14.535,12.24,85.068,22.185,22.491,11.781,25.857,11.934,11.934,12.24,13.005,10.863,9.333
1612114,HE-SINUSES LTD CR,70210,711.28,2/6/22,213.384,248.948,43.38808,395.47168,67.5716,56.9024,395.47168,103.1356,104.55816,54.76856,120.20632,55.47984,55.47984,56.9024,60.4588,50.50088,43.38808
1213611,LURASIDONE 20MG TAB,,41.12,2/6/22,12.336,14.392,2.50832,22.86272,3.9064,3.2896,22.86272,5.9624,6.04464,3.16624,6.94928,3.20736,3.20736,3.2896,3.4952,2.91952,2.50832
2811425,S-BX NDL PLEURA,SURG,3982.15,2/6/22,1194.645,1393.7525,242.91115,2214.0754,378.30425,318.572,2214.0754,577.41175,585.37605,306.62555,672.98335,310.6077,310.6077,318.572,338.48275,282.73265,242.91115
7211183,MONTELUKAST 5MG CHEW,,0.55,2/6/22,0.165,0.1925,0.03355,0.3058,0.05225,0.044,0.3058,0.07975,0.08085,0.04235,0.09295,0.0429,0.0429,0.044,0.04675,0.03905,0.03355
1315138,PHENOTYPE INFECT DRG,87900,1466.83,2/6/22,440.049,513.3905,89.47663,815.55748,139.34885,117.3464,815.55748,212.69035,215.62401,112.94591,247.89427,114.41274,114.41274,117.3464,124.68055,104.14493,89.47663
1314825,RUSSELL VIPER VEN DI,85613,174.9,2/6/22,52.47,61.215,10.6689,97.2444,16.6155,13.992,97.2444,25.3605,25.7103,13.4673,29.5581,13.6422,13.6422,13.992,14.8665,12.4179,10.6689
1213072,PROP GL/HYDRO GEL29G,,4.01,2/6/22,1.203,1.4035,0.24461,2.22956,0.38095,0.3208,2.22956,0.58145,0.58947,0.30877,0.67769,0.31278,0.31278,0.3208,0.34085,0.28471,0.24461
1864965,ORTH TRN INI15MI OT,97760,299.32,2/6/22,89.796,104.762,18.25852,166.42192,28.4354,23.9456,166.42192,43.4014,44.00004,23.04764,50.58508,23.34696,23.34696,23.9456,25.4422,21.25172,18.25852
1219764,FLECAINIDE 100MG TAB,,0.43,2/6/22,0.129,0.1505,0.02623,0.23908,0.04085,0.0344,0.23908,0.06235,0.06321,0.03311,0.07267,0.03354,0.03354,0.0344,0.03655,0.03053,0.02623
1855020,HOT-COLD PACKS COTA,97010,122.32,2/6/22,36.696,42.812,7.46152,68.00992,11.6204,9.7856,68.00992,17.7364,17.98104,9.41864,20.67208,9.54096,9.54096,9.7856,10.3972,8.68472,7.46152
1210295,VITAMIN A&D OIN 120G,,13.56,2/6/22,4.068,4.746,0.82716,7.53936,1.2882,1.0848,7.53936,1.9662,1.99332,1.04412,2.29164,1.05768,1.05768,1.0848,1.1526,0.96276,0.82716
1061560,IC-PRQ CARD REV 1 VS,92941,42531.23,2/6/22,12759.369,14885.9305,2594.40503,23647.36388,4040.46685,3402.4984,23647.36388,6167.02835,6252.09081,3274.90471,7187.77787,3317.43594,3317.43594,3402.4984,3615.15455,3019.71733,2594.40503
1211205,MULTIVITAMIN W/MINER,,0.15,2/6/22,0.045,0.0525,0.00915,0.0834,0.01425,0.012,0.0834,0.02175,0.02205,0.01155,0.02535,0.0117,0.0117,0.012,0.01275,0.01065,0.00915
1691208,IR-ANG INT CAR IP UN,36224,24897.82,2/6/22,7469.346,8714.237,1518.76702,13843.18792,2365.2929,1991.8256,13843.18792,3610.1839,3659.97954,1917.13214,4207.73158,1942.02996,1942.02996,1991.8256,2116.3147,1767.74522,1518.76702
1410067,PMKR DUAL RATE-RS L3,C1785,91362.51,2/6/22,27408.753,31976.8785,5573.11311,50797.55556,8679.43845,7309.0008,50797.55556,13247.56395,13430.28897,7034.91327,15440.26419,7126.27578,7126.27578,7309.0008,7765.81335,6486.73821,5573.11311
1641075,MR-UPPER EXT BI W,73219,6968.93,2/6/22,2090.679,2439.1255,425.10473,3874.72508,662.04835,557.5144,3874.72508,1010.49485,1024.43271,536.60761,1177.74917,543.57654,543.57654,557.5144,592.35905,494.79403,425.10473
1212667,MEPIVACAINE 10ML INJ,J0670,75.48,2/6/22,22.644,26.418,4.60428,41.96688,7.1706,6.0384,41.96688,10.9446,11.09556,5.81196,12.75612,5.88744,5.88744,6.0384,6.4158,5.35908,4.60428
7212056,D5W/SOD CHL.9% 500ML,J7042,227.98,2/6/22,68.394,79.793,13.90678,126.75688,21.6581,18.2384,126.75688,33.0571,33.51306,17.55446,38.52862,17.78244,17.78244,18.2384,19.3783,16.18658,13.90678
1414627,GUIDEWIRE LEVEL 3,C1769,5965.91,2/6/22,1789.773,2088.0685,363.92051,3317.04596,566.76145,477.2728,3317.04596,865.05695,876.98877,459.37507,1008.23879,465.34098,465.34098,477.2728,507.10235,423.57961,363.92051
1212293,VILAZODONE 10MG TAB,,7.98,2/6/22,2.394,2.793,0.48678,4.43688,0.7581,0.6384,4.43688,1.1571,1.17306,0.61446,1.34862,0.62244,0.62244,0.6384,0.6783,0.56658,0.48678
1854952,GRP THRP PRC-VST OT,97150,149.22,2/6/22,44.766,52.227,9.10242,82.96632,14.1759,11.9376,82.96632,21.6369,21.93534,11.48994,25.21818,11.63916,11.63916,11.9376,12.6837,10.59462,9.10242
1872223,EVAL SPEECH SND PROD,92522,1195.5,2/6/22,358.65,418.425,72.9255,664.698,113.5725,95.64,664.698,173.3475,175.7385,92.0535,202.0395,93.249,93.249,95.64,101.6175,84.8805,72.9255
1414250,CATH THRMB/EMBOL 2,C1757,18377.57,2/6/22,5513.271,6432.1495,1121.03177,10217.92892,1745.86915,1470.2056,10217.92892,2664.74765,2701.50279,1415.07289,3105.80933,1433.45046,1433.45046,1470.2056,1562.09345,1304.80747,1121.03177
1321119,"FLOWCYTOMETRY-TC,ADD",88185,226.2,2/6/22,67.86,79.17,13.7982,125.7672,21.489,18.096,125.7672,32.799,33.2514,17.4174,38.2278,17.6436,17.6436,18.096,19.227,16.0602,13.7982
1314103,ADRENOCORT ACTH,82024,388.28,2/6/22,116.484,135.898,23.68508,215.88368,36.8866,31.0624,215.88368,56.3006,57.07716,29.89756,65.61932,30.28584,30.28584,31.0624,33.0038,27.56788,23.68508
1217085,BUPROPION 100MG SRTB,,1.94,2/6/22,0.582,0.679,0.11834,1.07864,0.1843,0.1552,1.07864,0.2813,0.28518,0.14938,0.32786,0.15132,0.15132,0.1552,0.1649,0.13774,0.11834
1624916,VESS MAP HEMO ACC BI,93985,3945.19,2/6/22,1183.557,1380.8165,240.65659,2193.52564,374.79305,315.6152,2193.52564,572.05255,579.94293,303.77963,666.73711,307.72482,307.72482,315.6152,335.34115,280.10849,240.65659
1413089,CATHETER INTRASPINAL,C1755,5568.05,2/6/22,1670.415,1948.8175,339.65105,3095.8358,528.96475,445.444,3095.8358,807.36725,818.50335,428.73985,941.00045,434.3079,434.3079,445.444,473.28425,395.33155,339.65105
1317061,MECP2 GENE ANALY,81302,3077.07,2/6/22,923.121,1076.9745,187.70127,1710.85092,292.32165,246.1656,1710.85092,446.17515,452.32929,236.93439,520.02483,240.01146,240.01146,246.1656,261.55095,218.47197,187.70127
1214398,TIROFIBAN 0.25MG INJ,J3246,108.97,2/6/22,32.691,38.1395,6.64717,60.58732,10.35215,8.7176,60.58732,15.80065,16.01859,8.39069,18.41593,8.49966,8.49966,8.7176,9.26245,7.73687,6.64717
1314486,"THYROXINE T4,TOTAL",84436,110.77,2/6/22,33.231,38.7695,6.75697,61.58812,10.52315,8.8616,61.58812,16.06165,16.28319,8.52929,18.72013,8.64006,8.64006,8.8616,9.41545,7.86467,6.75697
7211934,FOSPHENYTOIN 50MG,Q2009,112.43,2/6/22,33.729,39.3505,6.85823,62.51108,10.68085,8.9944,62.51108,16.30235,16.52721,8.65711,19.00067,8.76954,8.76954,8.9944,9.55655,7.98253,6.85823
1522021,PROCEDURE MINOR,SURG,120.8,2/6/22,36.24,42.28,7.3688,67.1648,11.476,9.664,67.1648,17.516,17.7576,9.3016,20.4152,9.4224,9.4224,9.664,10.268,8.5768,7.3688
1218321,SULFA40-TMP8MG/ML 5M,,6.25,2/6/22,1.875,2.1875,0.38125,3.475,0.59375,0.5,3.475,0.90625,0.91875,0.48125,1.05625,0.4875,0.4875,0.5,0.53125,0.44375,0.38125
1210741,MORPHINE UP TO 10MG,J2270,224.91,2/6/22,67.473,78.7185,13.71951,125.04996,21.36645,17.9928,125.04996,32.61195,33.06177,17.31807,38.00979,17.54298,17.54298,17.9928,19.11735,15.96861,13.71951
1210474,PANTOPRAZ 40MG PKT,,66.23,2/6/22,19.869,23.1805,4.04003,36.82388,6.29185,5.2984,36.82388,9.60335,9.73581,5.09971,11.19287,5.16594,5.16594,5.2984,5.62955,4.70233,4.04003
1217471,ISOSORBI MON 20MG TB,,0.55,2/6/22,0.165,0.1925,0.03355,0.3058,0.05225,0.044,0.3058,0.07975,0.08085,0.04235,0.09295,0.0429,0.0429,0.044,0.04675,0.03905,0.03355
1030061,MTR-SENS 1-2 NRV TST,95907,738.16,2/6/22,221.448,258.356,45.02776,410.41696,70.1252,59.0528,410.41696,107.0332,108.50952,56.83832,124.74904,57.57648,57.57648,59.0528,62.7436,52.40936,45.02776
